emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt
confused,0.447,0.4612,0.5402,-0.2946
confused,0.4072,0.4474,0.3468,-16.1923
confused,0.4546,0.5635,0.7784,-1.933
confused,0.3827,0.4336,0.7349,-5.6762
confused,0.2504,0.4746,0.2872,-2.6372
confused,0.4321,0.6223,0.0418,7.1647
confused,0.3753,0.464,0.4002,0.4115
confused,0.499,0.5007,0.5496,4.1526
confused,0.4342,0.3989,0.4926,-0.8672
confused,0.3941,0.4142,0.6789,1.7957
confused,0.4821,0.4931,0.2006,-2.8106
confused,0.3772,0.4979,0.0183,12.9945
confused,0.3172,0.4502,0.24,5.1274
confused,0.3974,0.4951,0.3871,4.0657
confused,0.4126,0.4973,0.3514,-11.5714
confused,0.359,0.688,0.4734,-7.9508
confused,0.3926,0.5127,0.0271,-12.6076
confused,0.4202,0.4681,0.5913,-0.5247
confused,0.4841,0.4898,0.554,-10.6648
confused,0.0791,0.3028,0.1159,-21.4294
confused,0.4439,0.575,0.5082,6.0721
confused,0.4214,0.4161,0.9307,-3.1531
confused,0.3664,0.3454,0.6916,-15.7441
confused,0.4084,0.4389,0.982,2.3248
confused,0.3515,0.4617,0.1282,-4.0294
confused,0.368,0.5044,0.3414,-5.7107
confused,0.3965,0.5676,0.01,3.6088
confused,0.4031,0.4399,0.5004,-10.1887
confused,0.413,0.4374,0.6273,7.3928
confused,0.4056,0.4638,0.1852,9.8418
confused,0.3813,0.2982,0.1904,-3.7594
confused,0.4781,0.4662,0.5629,-5.2182
confused,0.4121,0.4345,0.0536,-12.4818
confused,0.3591,0.3491,0.6361,-2.2266
confused,0.4206,0.5691,0.4883,0.2553
confused,0.4292,0.4582,0.8246,4.6674
confused,0.3775,0.4727,0.0468,-1.215
confused,0.513,0.4469,0.5838,3.4866
confused,0.4364,0.5158,0.0131,-3.6327
confused,0.4514,0.5337,0.5827,-4.116
confused,0.3991,0.557,0.785,-5.8957
confused,0.5061,0.4082,0.671,3.6606
confused,0.394,0.4899,0.3526,-16.2405
confused,0.3538,0.3707,0.3987,-5.7696
confused,0.3868,0.3798,0.0527,0.5223
confused,0.3952,0.4767,0.3383,1.4228
confused,0.4314,0.4482,0.6157,-0.2232
confused,0.4308,0.405,0.7469,-1.3305
confused,0.3919,0.4088,0.1986,2.8884
confused,0.4129,0.3923,0.0566,1.1398
confused,0.4342,0.4839,0.3397,-3.6898
confused,0.4568,0.5147,0.1852,8.5639
confused,0.3616,0.3976,0.3163,-0.3389
confused,0.433,0.4588,0.0278,1.7177
confused,0.38,0.4896,0.0362,-7.0094
confused,0.3629,0.3765,0.8004,1.5685
confused,0.3389,0.4327,0.3675,-7.8732
confused,0.4111,0.3965,0.6308,0.6979
confused,0.323,0.276,0.3053,-3.1283
confused,0.3644,0.4711,0.3259,3.2843
confused,0.3202,0.3983,0.0084,-7.3629
confused,0.4299,0.4015,0.647,0.233
confused,0.329,0.4344,0.3293,-2.9846
confused,0.4503,0.4162,0.6133,-5.2384
confused,0.4026,0.4428,0.4971,-0.9446
confused,0.4387,0.4528,0.6556,0.91
confused,0.3551,0.3661,0.4078,0.4768
confused,0.3541,0.5098,0.2256,-6.7041
confused,0.4357,0.4249,0.6524,6.0335
confused,0.314,0.444,0.5265,1.4723
confused,0.3502,0.4427,0.1671,-2.3071
confused,0.4634,0.5125,0.1272,1.1642
confused,0.3479,0.5474,0.0136,-6.7042
confused,0.4297,0.6112,0.009,11.9671
confused,0.4014,0.5841,0.5042,2.3772
confused,0.3532,0.5106,0.2172,4.6071
confused,0.3854,0.4013,0.4725,6.2911
confused,0.406,0.4255,0.1871,14.4446
confused,0.3589,0.4477,0.4402,-1.7261
confused,0.3912,0.4473,0.5772,-0.2488
confused,0.3649,0.4254,0.2515,-6.0877
confused,0.3631,0.4399,0.018,10.8875
confused,0.5181,0.6376,0.0308,-1.6588
frustrated,0.1824,0.4245,0.5623,16.0425
frustrated,0.4248,0.4525,0.0656,0.4682
frustrated,0.2373,0.2446,0.629,-7.4392
frustrated,0.2859,0.3752,0.1615,-30.5074
frustrated,0.2783,0.3712,0.6899,9.2222
frustrated,0.0495,0.5345,0.3893,-2.6575
frustrated,0.3881,0.4217,0.0431,-4.2278
frustrated,0.386,0.3792,0.1129,-10.8704
frustrated,0.183,0.4851,0.2137,0.923
frustrated,0.321,0.4751,0.1283,0.9327
frustrated,0.4207,0.4657,0.3785,-2.934
frustrated,0.1789,0.2749,0.9455,-16.6137
frustrated,0.1212,0.3052,0.7163,-4.7745
frustrated,0.1457,0.2509,0.3781,-11.3586
frustrated,0.2178,0.4191,0.3363,5.8868
frustrated,0.2435,0.3634,0.2945,-6.0059
frustrated,0.0486,0.4729,0.0098,-0.2317
frustrated,0.2623,0.2692,0.884,-4.4734
frustrated,0.3188,0.5069,0.0186,-7.106
frustrated,0.294,0.316,0.7683,-10.8949
frustrated,0.2929,0.387,0.242,2.3158
frustrated,0.2669,0.4683,0.1704,3.0446
frustrated,0.3261,0.5277,0.0362,4.3549
frustrated,0.2766,0.4239,0.144,7.8861
frustrated,0.2358,0.3576,0.0175,-3.8767
frustrated,0.3562,0.4303,0.1506,-6.2227
frustrated,0.3414,0.441,0.0402,-14.0031
frustrated,0.3035,0.55,0.1151,-3.215
frustrated,0.0636,0.364,0.508,11.9713
frustrated,0.2337,0.5692,0.0118,-4.2274
frustrated,0.3403,0.3419,0.0026,10.3072
frustrated,0.2321,0.3511,0.0664,-5.7626
frustrated,0.3103,0.4011,0.4314,-6.4316
frustrated,0.382,0.5311,0.5307,6.4126
frustrated,0.347,0.445,0.588,19.0725
frustrated,0.0773,0.3137,0.0197,-2.5933
frustrated,0.2318,0.3858,0.0238,-12.7566
frustrated,0.3682,0.3645,0.215,1.8725
frustrated,0.3989,0.599,0.0096,8.2005
frustrated,0.4321,0.4864,0.427,-3.7588
frustrated,0.3469,0.4543,0.5679,-5.9646
frustrated,0.2663,0.3553,0.6351,2.1078
frustrated,0.3925,0.5104,0.8065,-7.5244
frustrated,0.3,0.4052,0.7303,-23.0965
frustrated,0.2189,0.4687,0.5861,-0.3505
frustrated,0.3944,0.4559,0.028,16.3189
frustrated,0.1784,0.3797,0.028,0.5448
frustrated,0.0384,0.5171,0.0663,-1.3587
frustrated,0.4266,0.4953,0.6503,0.4766
frustrated,0.3759,0.6026,0.0582,-19.9091
frustrated,0.2479,0.4047,0.7528,2.3319
frustrated,0.2258,0.286,0.1559,-3.7069
frustrated,0.1306,0.4538,0.4416,9.206
frustrated,0.3736,0.4715,0.1574,21.7346
frustrated,0.2947,0.0882,0.01,-56.0086
frustrated,0.0461,0.4347,0.4521,0.0566
frustrated,0.328,0.3874,0.1762,-6.6276
frustrated,0.2819,0.3962,0.6015,0.6899
frustrated,0.2204,0.5155,0.0031,2.6733
frustrated,0.2024,0.4784,0.0059,-0.4664
frustrated,0.1524,0.3332,0.7045,-1.6631
frustrated,0.3528,0.6189,0.3415,-6.4946
frustrated,0.3105,0.4869,0.0121,7.1779
frustrated,0.2312,0.3463,0.1407,2.4848
frustrated,0.1187,0.3839,0.4011,-2.0591
frustrated,0.3183,0.4769,0.0007,1.3988
frustrated,0.2615,0.3913,0.5663,-1.8435
frustrated,0.1969,0.3992,0.0081,0.9441
frustrated,0.1472,0.3114,0.3092,-6.411
frustrated,0.0286,0.4227,0.4714,1.3838
frustrated,0.277,0.3611,0.0334,-7.317
frustrated,0.223,0.4042,0.3024,-18.0506
frustrated,0.3489,0.4666,0.6185,18.8353
frustrated,0.4443,0.4015,0.1981,-2.2451
frustrated,0.3803,0.4547,0.0084,-1.5384
frustrated,0.3041,0.3478,0.0265,-13.4033
frustrated,0.2711,0.3085,0.1335,-17.2355
frustrated,0.3604,0.6028,0.2587,-7.651
frustrated,0.5069,0.4817,0.1687,-3.9335
frustrated,0.2219,0.5131,0.0603,-0.1752
frustrated,0.3357,0.4362,0.7458,5.0287
frustrated,0.1292,0.4101,0.4713,-9.6973
frustrated,0.4049,0.5153,0.0437,2.2237
frustrated,0.4508,0.5804,0.4582,-5.6829
frustrated,0.1558,0.3605,0.7552,-6.6569
frustrated,0.2959,0.4324,0.0017,-2.7954
frustrated,0.3171,0.3737,0.0116,-7.2394
frustrated,0.26,0.3663,0.0124,-2.0786
frustrated,0.3615,0.4999,0.5577,0.5598
frustrated,0.1303,0.394,0.6495,-0.4982
frustrated,0.2626,0.3703,0.4654,-2.1313
frustrated,0.2369,0.3415,0.8008,5.0751
frustrated,0.0475,0.4155,0.303,-2.9012
frustrated,0.3808,0.4007,0.2906,1.6224
frustrated,0.2665,0.5042,0.0055,-2.7562
frustrated,0.3117,0.4374,0.026,-6.8011
frustrated,0.1417,0.5555,0.3817,-5.5149
frustrated,0.2994,0.3738,0.0651,-1.2929
frustrated,0.3403,0.4274,0.1431,-5.7008
frustrated,0.234,0.3485,0.9907,-12.2455
frustrated,0.2499,0.5455,0.003,-3.0825
frustrated,0.043,0.4669,0.2257,-0.7082
frustrated,0.2465,0.4582,0.0077,-3.7476
frustrated,0.3427,0.4656,0.0277,-0.3144
frustrated,0.2931,0.4907,0.3643,-1.8159
frustrated,0.3277,0.47,0.0269,1.5592
frustrated,0.3911,0.4271,0.57,4.7774
frustrated,0.2623,0.3417,1.0897,13.9372
frustrated,0.2993,0.4996,0.0723,3.325
frustrated,0.4045,0.483,0.2782,-14.6788
frustrated,0.2597,0.4488,0.184,-8.5697
frustrated,0.1596,0.4313,0.4877,-13.0532
frustrated,0.3304,0.4282,0.0342,-7.0317
frustrated,0.3939,0.458,0.3403,-0.72
frustrated,0.3156,0.4997,0.349,-3.4235
frustrated,0.1823,0.4812,0.028,-3.0514
frustrated,0.441,0.5209,0.0287,6.5065
frustrated,0.319,0.2824,0.1316,4.3336
frustrated,0.1381,0.3823,0.2565,-3.2661
frustrated,0.3581,0.327,0.0026,6.5539
frustrated,0.3955,0.4663,0.3626,34.0219
frustrated,0.2401,0.4287,0.0386,3.8024
frustrated,0.2687,0.3694,0.0908,-5.1585
frustrated,0.2656,0.4143,0.0062,0.3251
frustrated,0.2775,0.5191,0.3861,2.194
frustrated,0.3079,0.5561,0.0197,-3.2454
frustrated,0.2296,0.3634,0.2877,-11.5722
frustrated,0.216,0.3969,0.091,-13.4288
frustrated,0.0837,0.3868,0.596,-5.8977
frustrated,0.1352,0.5022,0.159,-6.9024
frustrated,0.3241,0.4658,0.3487,-1.3704
frustrated,0.1316,0.297,0.7064,-27.6245
frustrated,0.3869,0.4772,0.0253,-4.6608
frustrated,0.2476,0.4609,0.0279,13.0116
frustrated,0.3541,0.3616,0.0294,-1.3835
frustrated,0.2331,0.2979,0.3755,-6.0994
frustrated,0.2321,0.4241,0.0439,3.095
frustrated,0.4384,0.4739,0.0106,-12.9796
frustrated,0.309,0.4688,0.2403,7.1914
frustrated,0.349,0.5665,0.0134,-0.8428
frustrated,0.2607,0.4817,0.646,0.1328
frustrated,0.1185,0.3839,0.6059,4.6135
frustrated,0.0479,0.3504,0.8804,-4.2467
frustrated,0.3633,0.4366,0.5288,-0.2356
frustrated,0.1578,0.3092,0.6992,1.2038
frustrated,0.3128,0.4364,0.0199,5.0769
frustrated,0.3307,0.5537,0.1356,2.3332
frustrated,0.382,0.4826,0.1942,-7.905
frustrated,0.023,0.2868,0.0402,-11.1526
frustrated,0.2953,0.2875,0.2139,15.9802
frustrated,0.2656,0.4645,0.0299,15.0037
frustrated,0.2639,0.481,0.0065,3.5555
frustrated,0.3305,0.4022,0.0061,-8.7105
frustrated,0.3337,0.5309,0.1364,8.2016
frustrated,0.3326,0.3526,0.3597,-4.2116
frustrated,0.2273,0.3899,0.0289,4.8727
frustrated,0.3278,0.3462,0.5307,-1.7704
frustrated,0.3701,0.3978,0.2298,0.2607
frustrated,0.3035,0.4326,0.1127,-4.9397
frustrated,0.3623,0.5156,0.3957,-4.3269
frustrated,0.2243,0.4146,0.2182,0.5494
frustrated,0.2856,0.4533,0.0643,2.356
frustrated,0.397,0.5371,0.0842,26.3045
frustrated,0.3689,0.3946,0.4203,-3.2895
frustrated,0.1858,0.3387,0.5724,-5.6913
frustrated,0.3303,0.3909,0.2844,-1.1123
frustrated,0.3026,0.4749,0.0724,-2.8635
frustrated,0.2852,0.413,0.5375,6.0705
frustrated,0.2268,0.3375,0.0323,-1.0866
frustrated,0.3295,0.4667,0.0157,-1.82
frustrated,0.3755,0.4217,0.0988,-2.2112
frustrated,0.3598,0.3454,0.002,-13.3703
frustrated,0.3645,0.3543,0.1073,-2.1072
frustrated,0.1795,0.2351,0.4555,14.6029
frustrated,0.1418,0.3458,0.8027,5.4429
frustrated,0.294,0.4394,0.2906,-6.1685
frustrated,0.2999,0.4598,0.1,-18.3588
frustrated,0.3481,0.5894,0.0118,5.4046
frustrated,0.2331,0.4313,0.4799,-6.9231
frustrated,0.3784,0.4736,0.2538,-13.2545
frustrated,0.3061,0.3356,0.752,-0.2921
frustrated,0.3865,0.4739,0.1758,-7.8599
frustrated,0.3681,0.4041,0.1151,-4.0232
frustrated,0.297,0.3134,0.0548,-5.0417
frustrated,0.1885,0.2232,0.2673,36.4595
frustrated,0.3344,0.4433,0.1779,4.1958
frustrated,0.3916,0.5491,0.2607,-7.4307
frustrated,0.083,0.4188,0.3034,-10.9467
frustrated,0.1165,0.3946,0.0105,-15.5765
frustrated,0.278,0.4706,0.0594,-1.3087
frustrated,0.3694,0.5131,0.3874,-2.1947
frustrated,0.39,0.4673,0.2312,-6.3994
frustrated,0.3416,0.4519,0.015,8.4516
frustrated,0.1557,0.4167,0.4903,-3.0405
frustrated,0.3419,0.4671,0.0746,3.1371
frustrated,0.0316,0.3955,0.091,-4.3882
frustrated,0.376,0.4752,0.1015,0.8165
frustrated,0.0501,0.328,0.0226,2.6002
frustrated,0.3285,0.5075,0.2492,3.942
frustrated,0.2116,0.3477,0.0839,-2.3102
frustrated,0.422,0.4224,0.1134,1.1535
frustrated,0.3984,0.3684,0.5584,11.9863
frustrated,0.3195,0.4357,0.327,-22.4019
frustrated,0.3997,0.491,0.0123,-4.4477
frustrated,0.3264,0.3727,0.0978,-6.3915
frustrated,0.2594,0.4525,0.345,-0.2609
frustrated,0.385,0.5046,0.0057,-4.4561
frustrated,0.3222,0.5054,0.7626,4.0249
frustrated,0.3435,0.6016,0.0301,-15.3616
frustrated,0.2488,0.3636,0.1553,0.7807
frustrated,0.3313,0.3903,0.0102,2.4575
frustrated,0.2164,0.5163,0.5194,9.1656
frustrated,0.1122,0.3206,0.6531,-7.6126
frustrated,0.3727,0.5232,0.1065,-16.9978
frustrated,0.2795,0.4263,0.0337,7.9663
frustrated,0.2624,0.4005,0.0222,3.6206
frustrated,0.1523,0.4155,0.4177,-3.3658
frustrated,0.3362,0.3509,0.2643,18.1082
frustrated,0.2822,0.4606,0.0335,1.5399
frustrated,0.3704,0.4109,0.052,-1.8369
frustrated,0.2789,0.5058,0.558,25.4115
frustrated,0.287,0.4407,0.4842,8.0841
frustrated,0.0317,0.4348,0.2601,7.4013
frustrated,0.313,0.6582,0.0649,-27.7494
frustrated,0.0949,0.4348,0.8045,1.9141
frustrated,0.266,0.3606,0.3312,-1.3539
frustrated,0.2361,0.4309,0.7221,22.773
frustrated,0.1026,0.4529,0.3583,-3.0407
frustrated,0.1113,0.4489,0.0375,-2.4805
frustrated,0.2678,0.3293,0.2512,12.8025
frustrated,0.4364,0.4582,0.0135,-2.6216
frustrated,0.174,0.3871,0.2803,8.7681
frustrated,0.4502,0.0835,0.0681,-20.7002
frustrated,0.4113,0.4841,0.1847,6.3209
frustrated,0.432,0.3953,0.1977,-7.649
frustrated,0.258,0.4643,0.5842,-11.6012
frustrated,0.1279,0.3554,0.9637,-3.486
frustrated,0.3723,0.3189,0.6269,-3.2828
frustrated,0.1748,0.4392,0.115,-1.5724
frustrated,0.2962,0.4518,0.2698,6.7599
frustrated,0.264,0.4259,0.0346,-9.4245
frustrated,0.2696,0.3958,0.0089,-0.5471
frustrated,0.1783,0.4655,0.0058,-3.1787
frustrated,0.3476,0.4535,0.0146,10.4947
frustrated,0.4085,0.3393,0.6141,-14.7731
frustrated,0.2226,0.4241,0.6237,2.0907
frustrated,0.05,0.524,0.0249,-1.4872
frustrated,0.2838,0.3969,0.1317,4.9129
frustrated,0.3855,0.4252,0.6021,4.4447
frustrated,0.2993,0.4387,0.0564,-15.0436
frustrated,0.3054,0.4668,0.167,2.0305
frustrated,0.2822,0.3205,0.7503,-6.1391
frustrated,0.2686,0.463,0.2574,-2.5491
frustrated,0.3233,0.4618,0.0239,6.4976
frustrated,0.1535,0.2843,0.5334,-22.7594
frustrated,0.2782,0.3704,0.6618,11.348
frustrated,0.3666,0.3992,0.2203,5.1146
frustrated,0.2656,0.4143,0.0062,0.3251
frustrated,0.4256,0.3643,0.0134,-9.1572
frustrated,0.3531,0.3749,0.4099,-4.7194
frustrated,0.2845,0.344,0.1625,22.1939
frustrated,0.4174,0.4699,0.0818,1.2674
frustrated,0.2527,0.4502,0.0107,0.6014
frustrated,0.1984,0.3543,0.4241,-4.5107
frustrated,0.3412,0.5596,0.0177,0.4268
frustrated,0.3366,0.4598,0.0274,-4.8552
frustrated,0.2164,0.3072,0.4341,-5.8836
frustrated,0.4318,0.4195,0.2853,-13.0311
frustrated,0.3023,0.3858,0.1657,6.0735
frustrated,0.3495,0.3448,0.2502,14.3078
frustrated,0.2251,0.4583,0.661,1.7804
frustrated,0.2183,0.4419,0.0078,-12.0835
frustrated,0.4472,0.295,0.4963,-10.3211
frustrated,0.4077,0.4656,0.2015,-7.5371
frustrated,0.2349,0.3492,0.0816,-18.351
frustrated,0.341,0.4751,0.0095,-1.8584
frustrated,0.2937,0.3958,0.4883,-1.6478
frustrated,0.3605,0.4779,0.0316,8.3003
frustrated,0.4282,0.5362,0.406,-4.7244
frustrated,0.2057,0.2964,0.1413,-0.7534
frustrated,0.2513,0.4035,0.1327,2.8145
frustrated,0.2811,0.4996,0.1642,1.5697
frustrated,0.3287,0.4665,0.6101,-13.2126
frustrated,0.2846,0.2,0.2413,59.7201
frustrated,0.3245,0.3467,0.1827,-8.323
frustrated,0.3938,0.4912,0.0038,1.8293
frustrated,0.4232,0.4674,0.0257,4.4592
frustrated,0.2417,0.3268,0.0137,-29.6365
frustrated,0.2918,0.3715,0.2842,2.8659
frustrated,0.2407,0.4989,0.0128,5.8942
frustrated,0.3327,0.4586,0.4048,-15.647
frustrated,0.3472,0.4302,0.0038,-1.0551
frustrated,0.392,0.4952,0.271,4.8162
frustrated,0.2747,0.4794,0.0349,2.3117
frustrated,0.2984,0.4278,0.8803,2.3687
frustrated,0.2808,0.3761,0.0347,-1.4889
frustrated,0.4022,0.4349,0.0507,2.8708
frustrated,0.2085,0.4065,0.5698,20.8586
frustrated,0.4261,0.406,0.147,8.5027
frustrated,0.1809,0.4944,0.0141,-8.3197
frustrated,0.2637,0.3085,0.0218,-0.9312
frustrated,0.2886,0.4427,0.7398,3.0712
frustrated,0.3426,0.4332,0.1294,-1.0926
frustrated,0.2476,0.471,0.6024,-0.0142
frustrated,0.4078,0.4409,0.1731,-2.8434
frustrated,0.4054,0.4442,0.5598,-3.1218
frustrated,0.1479,0.377,0.0031,-2.3008
frustrated,0.3244,0.4125,0.1632,1.2666
frustrated,0.3895,0.4142,0.2608,15.088
frustrated,0.3691,0.3887,0.0128,-3.9767
frustrated,0.1111,0.4272,0.0196,1.5793
frustrated,0.4131,0.3065,0.0281,4.0756
frustrated,0.275,0.4769,0.6337,8.6715
frustrated,0.2317,0.2828,0.825,-15.8771
frustrated,0.2656,0.4143,0.0062,0.3251
frustrated,0.3646,0.5322,0.484,-19.2216
frustrated,0.4009,0.4303,0.0103,5.5223
frustrated,0.3204,0.4056,0.2545,2.202
frustrated,0.3303,0.3609,0.069,-0.1736
frustrated,0.3596,0.4488,0.0128,6.3241
frustrated,0.1135,0.3816,0.171,2.29
frustrated,0.1914,0.5341,0.0033,4.5081
frustrated,0.1132,0.3357,0.1964,-13.8517
frustrated,0.3178,0.4988,0.1993,0.6707
frustrated,0.3489,0.4202,0.1011,-20.7187
frustrated,0.3719,0.3369,0.0501,18.2253
frustrated,0.1849,0.4339,0.3292,-11.8946
frustrated,0.3319,0.5158,0.0097,2.9745
frustrated,0.341,0.3988,0.759,4.2446
frustrated,0.2274,0.3765,0.1011,3.0475
frustrated,0.4171,0.2698,0.1373,-31.6243
frustrated,0.3335,0.5233,0.4135,-14.0037
frustrated,0.3344,0.4362,0.0281,-5.2473
frustrated,0.2942,0.4362,0.0451,-3.862
frustrated,0.3175,0.3746,0.4078,-3.5672
frustrated,0.1953,0.4773,0.1561,11.0714
frustrated,0.2719,0.4645,0.0399,-6.881
frustrated,0.2099,0.3721,0.7959,-1.2795
frustrated,0.2748,0.62,0.059,0.7583
frustrated,0.3432,0.523,0.0395,0.5058
frustrated,0.2831,0.3132,0.0282,-11.8144
frustrated,0.2627,0.4047,0.0151,1.0519
frustrated,0.1771,0.4344,0.0236,-3.3916
frustrated,0.4383,0.4969,0.0263,3.1742
frustrated,0.152,0.3485,0.1941,-4.4561
frustrated,0.1055,0.3995,0.0263,-3.3927
frustrated,0.3382,0.3359,0.0117,5.3452
frustrated,0.3939,0.458,0.3403,-0.72
frustrated,0.1669,0.3621,0.3844,-4.8985
frustrated,0.4515,0.3116,0.8797,-3.6329
frustrated,0.3426,0.5198,0.0054,0.3112
frustrated,0.3046,0.4139,0.0305,-2.615
frustrated,0.1041,0.4054,0.3765,7.2953
frustrated,0.4257,0.501,0.737,12.2735
frustrated,0.3843,0.4993,0.4951,-14.7617
frustrated,0.3519,0.5903,0.0261,5.8381
frustrated,0.1416,0.4792,0.5334,-1.8414
frustrated,0.3185,0.5172,0.0083,-5.5538
frustrated,0.3118,0.3972,0.1007,-2.8685
frustrated,0.3106,0.4502,0.3494,0.4362
frustrated,0.2865,0.4704,0.0154,-11.9169
frustrated,0.3537,0.3818,0.0138,0.8566
frustrated,0.1735,0.373,0.6417,-1.7929
frustrated,0.2662,0.4489,0.2608,9.4596
frustrated,0.3029,0.5587,0.1836,-3.8157
frustrated,0.4058,0.4923,0.0164,-7.5809
frustrated,0.283,0.4397,0.0509,-16.1029
frustrated,0.3166,0.3019,0.0179,5.4663
frustrated,0.3683,0.4627,0.2645,-2.6429
frustrated,0.2913,0.5035,0.2353,3.2305
frustrated,0.3033,0.4802,0.0113,-0.9063
frustrated,0.371,0.4872,0.2851,-1.2418
frustrated,0.3258,0.4263,0.0112,-6.2596
frustrated,0.3822,0.3765,0.1727,0.8975
frustrated,0.356,0.4449,0.2056,15.0074
frustrated,0.2951,0.2649,0.0486,-4.4588
frustrated,0.1451,0.4547,0.0104,9.2047
frustrated,0.304,0.4849,0.0204,2.7067
frustrated,0.3606,0.3496,1.0928,-0.0587
frustrated,0.0654,0.3649,0.0913,11.087
frustrated,0.3986,0.3082,0.2105,-15.3206
frustrated,0.5091,0.5098,0.126,-14.4437
frustrated,0.3222,0.3783,0.5135,-0.8484
frustrated,0.2435,0.313,0.0184,-9.4353
frustrated,0.1179,0.4403,0.4785,-1.1009
frustrated,0.2935,0.4588,0.0016,2.7537
frustrated,0.3747,0.4251,0.0006,-4.3046
frustrated,0.3159,0.3858,0.8038,15.3368
frustrated,0.2927,0.322,0.6045,-8.5637
frustrated,0.2577,0.4672,0.3706,11.1726
frustrated,0.3386,0.5094,0.4192,5.6331
frustrated,0.3122,0.4295,0.3028,-4.1092
frustrated,0.2927,0.5064,0.5083,-2.3127
frustrated,0.0531,0.3839,0.4188,6.0385
frustrated,0.2699,0.5209,0.4621,2.8836
frustrated,0.3239,0.3289,0.488,1.0189
frustrated,0.4244,0.4359,0.0077,-3.3499
frustrated,0.3426,0.4332,0.1294,-1.0926
frustrated,0.385,0.5427,0.1852,-16.092
frustrated,0.2481,0.4396,0.0311,-4.9701
frustrated,0.0921,0.3652,0.1038,7.873
frustrated,0.3131,0.3634,0.1781,16.5167
frustrated,0.0218,0.3739,0.5939,-1.6127
frustrated,0.3698,0.5167,0.3127,0.8833
frustrated,0.0309,0.4898,0.2632,-0.6485
frustrated,0.2348,0.4204,0.043,0.3514
frustrated,0.3131,0.6153,0.0204,-10.2758
frustrated,0.2428,0.358,0.029,2.5496
frustrated,0.2443,0.4118,0.5436,5.1446
frustrated,0.239,0.3119,0.6279,5.6772
frustrated,0.2677,0.4277,0.1928,1.3304
frustrated,0.3481,0.471,0.0111,-1.0684
frustrated,0.1804,0.4609,0.3808,-3.3834
frustrated,0.1912,0.416,0.4278,0.293
frustrated,0.176,0.2624,0.4243,-22.0554
frustrated,0.2624,0.3275,0.7817,-15.401
frustrated,0.175,0.4064,0.0054,-4.7305
frustrated,0.2558,0.5098,0.6679,3.8822
frustrated,0.2436,0.1991,1.3025,-3.0744
frustrated,0.3746,0.5199,0.1393,-21.9632
frustrated,0.4077,0.4765,0.2059,1.215
frustrated,0.4515,0.4194,0.2232,-3.3939
frustrated,0.5297,0.2654,0.6305,-0.2933
frustrated,0.3175,0.4642,0.0158,-19.6478
frustrated,0.0347,0.4169,0.4673,-0.2683
frustrated,0.3145,0.4478,0.1937,3.1589
frustrated,0.3706,0.4675,0.7656,-2.5843
frustrated,0.3684,0.4402,0.0163,-1.4245
frustrated,0.3422,0.3901,0.2335,-1.4993
frustrated,0.2754,0.4556,0.1231,2.3302
frustrated,0.1952,0.4318,0.5311,-4.2627
frustrated,0.2284,0.4633,0.2359,2.3342
frustrated,0.3436,0.4014,0.0531,9.113
frustrated,0.3888,0.4672,0.0132,4.1621
frustrated,0.3246,0.5078,0.0322,-2.6076
frustrated,0.3261,0.4926,0.372,-2.3929
frustrated,0.3342,0.3124,0.7889,-7.5312
frustrated,0.3483,0.4705,0.0092,8.6649
frustrated,0.1748,0.2467,0.2315,-19.1546
frustrated,0.3193,0.4516,0.2777,-11.3362
frustrated,0.3311,0.4703,0.0195,6.6056
frustrated,0.3651,0.4997,0.0096,-2.461
frustrated,0.4712,0.4414,0.0119,9.3191
frustrated,0.2785,0.3917,0.2837,18.2583
frustrated,0.2355,0.4761,0.0061,-3.1159
frustrated,0.2067,0.3883,0.5851,-5.9939
frustrated,0.2614,0.3971,0.4143,2.8527
frustrated,0.4092,0.4214,0.0119,3.6931
frustrated,0.3615,0.3934,0.0563,-21.7371
frustrated,0.1825,0.3154,0.3828,-0.5849
frustrated,0.3048,0.5561,0.29,17.6762
frustrated,0.3075,0.4403,0.5477,1.1004
frustrated,0.3319,0.4615,0.0274,-1.2271
frustrated,0.2803,0.3812,0.1317,-0.5332
frustrated,0.386,0.3684,0.7462,-7.118
frustrated,0.1107,0.429,0.0936,2.7214
frustrated,0.3741,0.371,0.1191,-0.8604
frustrated,0.1952,0.4012,0.7308,21.4503
frustrated,0.2793,0.5218,0.4125,-0.1059
frustrated,0.0781,0.4687,0.1783,21.6091
frustrated,0.3114,0.4284,0.4619,-2.6636
frustrated,0.3507,0.4416,0.0681,-15.7003
frustrated,0.0925,0.4702,0.3161,-4.0064
frustrated,0.3465,0.4697,0.0027,-0.4395
frustrated,0.2594,0.4505,0.6597,-14.6915
frustrated,0.2875,0.4047,0.8073,10.9561
frustrated,0.3193,0.4244,0.5879,4.5755
frustrated,0.2323,0.2777,0.0543,1.9812
frustrated,0.3917,0.582,0.3257,-5.7359
frustrated,0.3715,0.419,0.0413,-2.0588
frustrated,0.1559,0.3947,0.065,4.1131
frustrated,0.0495,0.4425,0.0973,2.588
frustrated,0.2827,0.3554,0.8594,-3.1118
frustrated,0.079,0.3648,0.2804,0.6021
frustrated,0.3493,0.3106,0.0943,5.2902
frustrated,0.3052,0.4337,0.02,-10.2983
frustrated,0.4036,0.5522,0.078,1.5058
frustrated,0.4054,0.4023,0.2869,-9.439
