emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt
confused,0.4558,0.438,0.4686,-4.524
confused,0.4401,0.5203,0.3804,-5.1403
confused,0.3524,0.4296,0.5508,-8.9108
confused,0.3512,0.435,0.7731,6.2287
confused,0.4289,0.3645,0.6351,-1.072
confused,0.4464,0.4504,0.3535,0.0342
confused,0.437,0.3737,0.6047,1.5605
confused,0.4318,0.4716,0.4317,-2.97
confused,0.4589,0.4301,0.7319,-5.5862
confused,0.3654,0.4856,0.7392,5.0067
confused,0.4403,0.5478,0.2071,-0.7367
confused,0.4168,0.4564,0.394,-4.0179
confused,0.4497,0.5246,0.3722,1.1353
confused,0.3743,0.3559,0.6366,1.6399
confused,0.4974,0.6629,0.2582,-6.7438
confused,0.3669,0.4186,0.6123,-1.4506
confused,0.3677,0.543,0.7081,0.629
confused,0.4027,0.4226,0.2596,-3.5273
confused,0.3259,0.483,0.2057,0.2684
confused,0.4075,0.3681,0.7487,9.5737
confused,0.4393,0.4147,0.3377,-0.5813
confused,0.4404,0.3845,0.1876,3.5542
confused,0.2859,0.5097,0.0342,0.0677
confused,0.3605,0.7011,0.284,-0.2241
confused,0.3638,0.4591,0.4551,-1.0322
confused,0.2859,0.4686,0.2676,-2.7204
confused,0.4322,0.5219,0.0081,18.3033
confused,0.4225,0.521,0.3622,0.1669
confused,0.3442,0.4238,0.43,1.3215
confused,0.4748,0.4614,0.6007,-12.7081
confused,0.4537,0.4379,0.7868,0.7897
confused,0.5183,0.4699,0.6923,0.017
confused,0.4407,0.51,0.1463,0.7951
confused,0.4391,0.5679,0.7315,1.0519
confused,0.4182,0.5666,0.615,-1.6703
confused,0.3504,0.3448,0.3582,0.8769
confused,0.5089,0.4986,0.4709,13.3222
confused,0.2267,0.3808,0.2488,0.8328
confused,0.3321,0.549,0.3965,2.7737
confused,0.4059,0.4833,0.0307,8.7646
confused,0.4628,0.4658,0.5463,-5.2116
confused,0.4003,0.3935,0.6927,4.6261
confused,0.26,0.2755,0.8715,-13.9232
confused,0.4736,0.479,0.3094,13.2134
confused,0.4063,0.5045,0.4074,-5.0379
confused,0.3338,0.4932,0.3718,-2.7054
confused,0.3781,0.448,0.7498,0.7454
confused,0.4608,0.3825,0.4471,-7.6141
confused,0.4282,0.4082,0.4823,0.044
confused,0.3837,0.5674,0.3236,-12.4033
confused,0.4437,0.4246,0.7346,-1.6745
confused,0.4237,0.3822,0.79,-0.4563
confused,0.4156,0.3474,0.1384,1.3364
confused,0.3388,0.4511,0.5568,-5.2703
confused,0.4264,0.562,0.3984,-1.419
confused,0.3691,0.4578,0.528,-14.8001
confused,0.3758,0.4317,0.4367,2.7638
confused,0.4318,0.3671,0.7253,-12.0065
confused,0.4052,0.4123,0.3008,0.1473
confused,0.3979,0.3921,0.0373,3.3861
confused,0.385,0.3865,0.0162,2.8926
confused,0.4613,0.4999,0.0603,0.4997
confused,0.4648,0.4067,0.5984,4.7431
confused,0.4992,0.5099,0.0376,2.3994
confused,0.4663,0.5424,0.2252,-13.5945
confused,0.4175,0.4234,0.4348,-12.0003
confused,0.4526,0.541,0.0967,3.5671
confused,0.2978,0.3798,0.2219,9.6692
confused,0.4338,0.5505,0.012,-7.0043
confused,0.4137,0.5574,0.1804,-6.6148
confused,0.4642,0.5712,0.4266,3.4779
confused,0.4678,0.4301,0.5701,0.2712
confused,0.4438,0.5724,0.3561,0.0915
confused,0.3942,0.5794,0.1212,-3.6153
confused,0.4445,0.498,0.4576,2.1668
confused,0.4701,0.4731,0.6651,4.1617
confused,0.4158,0.4852,0.1294,-0.1598
confused,0.4337,0.5646,0.2605,-8.2688
confused,0.3335,0.6013,0.3528,-6.9099
confused,0.4113,0.4788,0.2971,-9.5684
confused,0.2196,0.2892,0.5439,0.8675
confused,0.428,0.4722,0.6024,-6.6427
confused,0.4011,0.3707,0.5287,4.9731
confused,0.3824,0.4346,0.7793,-15.1567
confused,0.4049,0.512,0.0393,1.6283
confused,0.4407,0.4237,0.0091,-0.5771
confused,0.3774,0.451,0.0269,16.0022
confused,0.4505,0.4737,0.4677,0.1532
confused,0.4293,0.5847,0.3254,2.7923
confused,0.3752,0.4076,0.0336,-3.1059
confused,0.2469,0.3913,0.1143,2.2373
confused,0.4866,0.5538,0.3085,3.9832
confused,0.4031,0.5243,0.1501,1.0931
confused,0.4293,0.422,0.5304,1.7613
confused,0.4102,0.4399,0.48,0.0904
confused,0.4275,0.4705,0.0111,2.4476
confused,0.444,0.4899,0.0136,-4.2913
confused,0.3663,0.4134,0.2322,1.7421
confused,0.2816,0.3954,0.6269,-2.3352
confused,0.3622,0.4013,0.2617,-8.796
confused,0.4797,0.496,0.2104,5.6756
confused,0.3645,0.4733,0.0935,-0.5344
confused,0.4174,0.4448,0.0171,-0.5435
confused,0.3628,0.4138,0.3829,2.0322
confused,0.361,0.4563,0.2852,7.6676
confused,0.4231,0.3847,0.3623,12.7381
confused,0.2355,0.262,0.3721,-3.548
confused,0.4845,0.4932,0.5562,0.4043
confused,0.3794,0.4096,0.2562,-8.0438
confused,0.4576,0.5453,0.5007,-3.3368
confused,0.4951,0.5125,0.1983,1.1035
confused,0.3341,0.4525,0.0186,1.6441
confused,0.4655,0.4734,0.2767,-9.4199
confused,0.3467,0.3824,0.0284,3.9207
confused,0.3733,0.4111,0.7478,-0.1908
confused,0.435,0.5042,0.1332,-3.7463
confused,0.2644,0.4281,0.3556,-0.6029
confused,0.3047,0.3865,0.0122,17.9656
confused,0.4168,0.4003,0.7522,7.8852
confused,0.3948,0.4657,0.0029,3.1897
confused,0.4659,0.4576,0.5495,-1.4572
confused,0.3626,0.3762,0.8051,9.191
confused,0.4228,0.5326,0.4879,1.088
confused,0.3073,0.38,0.3312,0.5284
confused,0.3568,0.4684,0.0174,-0.0253
confused,0.4726,0.4987,0.0376,-2.7684
confused,0.3435,0.3851,0.6906,0.5812
confused,0.4028,0.4825,0.4165,-1.9359
confused,0.3312,0.4394,0.3357,-11.5837
confused,0.3831,0.5534,0.563,-3.0285
confused,0.374,0.3986,0.456,-4.7044
confused,0.3538,0.3707,0.3987,-5.7696
confused,0.3789,0.3789,0.3806,-14.3256
confused,0.4064,0.5296,0.1062,-9.8262
confused,0.3431,0.4114,0.2797,-0.2361
confused,0.3173,0.4186,0.7141,0.9639
confused,0.4764,0.466,0.257,-3.5934
confused,0.0537,0.4717,0.1296,3.5231
confused,0.3732,0.5223,0.6881,-0.1379
confused,0.4071,0.3688,0.7022,4.7406
confused,0.1186,0.4487,0.6817,-4.326
confused,0.4282,0.4567,0.3226,-8.4971
confused,0.4079,0.4426,0.0206,2.3403
confused,0.3364,0.4187,0.0437,-1.1305
confused,0.3819,0.4591,0.7519,0.8496
confused,0.3927,0.4972,0.3047,-0.5988
confused,0.3587,0.4514,0.795,4.5374
confused,0.313,0.4713,0.3294,-4.8117
confused,0.3887,0.4527,0.4839,6.8472
confused,0.4118,0.6,0.1191,-2.4776
confused,0.3574,0.3848,0.3054,-7.0991
confused,0.4594,0.4472,0.7055,0.1693
confused,0.4056,0.4468,0.4498,-5.4441
confused,0.3411,0.4634,0.3887,-1.9155
confused,0.5133,0.4263,0.998,-10.9173
confused,0.3032,0.441,0.2165,4.0758
confused,0.4317,0.5994,0.4512,-0.5016
confused,0.4202,0.4059,0.3726,-8.5025
confused,0.3547,0.4233,0.4981,-7.55
confused,0.3351,0.4946,0.6226,6.662
confused,0.4866,0.4169,0.3888,2.9255
confused,0.2754,0.5467,0.1983,10.842
confused,0.4373,0.5239,0.0758,2.449
confused,0.4679,0.501,0.2392,4.1006
confused,0.3341,0.4525,0.0186,1.6441
confused,0.3614,0.4758,0.3873,-8.047
confused,0.4621,0.5324,0.2028,8.3892
confused,0.3953,0.4021,0.6805,0.1224
confused,0.3615,0.3995,0.0881,17.157
confused,0.4008,0.5008,0.2973,-1.6532
confused,0.4134,0.5338,0.476,-4.0715
confused,0.3649,0.4499,0.0172,-9.1808
confused,0.3516,0.4425,0.0279,-3.3525
confused,0.3944,0.3847,0.5125,14.7548
confused,0.4126,0.5698,0.2493,-7.7405
confused,0.2916,0.4196,0.3576,3.6151
confused,0.3353,0.3151,0.2983,2.8714
confused,0.3841,0.4392,0.3309,-0.4757
confused,0.2944,0.4193,0.0219,0.192
confused,0.3947,0.3837,1.2205,-3.0979
confused,0.3281,0.4376,0.0546,-5.2201
confused,0.4107,0.4247,0.219,-4.5836
confused,0.3266,0.4045,0.5097,5.4897
confused,0.4151,0.4252,0.2136,-4.1116
confused,0.4308,0.4278,0.3112,-0.4568
confused,0.449,0.4342,0.965,1.2575
confused,0.35,0.4165,0.2273,-7.9611
confused,0.4029,0.4625,0.3891,0.7985
confused,0.4253,0.421,0.2161,-4.9419
confused,0.4439,0.575,0.5082,6.0721
confused,0.4147,0.5132,0.3227,-0.559
confused,0.2887,0.3775,0.5076,-4.1348
confused,0.3296,0.305,0.4424,0.0638
confused,0.4439,0.49,0.5076,-0.1573
confused,0.363,0.4331,0.2239,-9.148
confused,0.4357,0.4859,0.4733,-0.3449
confused,0.4346,0.4626,0.551,-1.9313
confused,0.4361,0.4838,0.7986,3.9514
confused,0.403,0.6497,0.3713,2.4953
confused,0.3624,0.4912,0.2458,-1.8277
confused,0.4611,0.5497,0.6914,-0.0527
confused,0.1881,0.4301,0.2735,-2.5446
confused,0.4093,0.4333,0.533,-15.8604
confused,0.48,0.5113,0.2885,-2.3717
confused,0.3784,0.4954,0.6866,0.7214
confused,0.3129,0.3075,0.5926,30.1382
confused,0.3897,0.4589,0.38,-15.3755
confused,0.4443,0.4166,0.6745,1.8524
confused,0.4586,0.467,0.0181,-2.8381
confused,0.3134,0.4785,0.4962,2.7927
confused,0.4497,0.475,0.2149,-0.0616
confused,0.4025,0.5166,0.0517,-3.3785
confused,0.4368,0.5354,0.3055,-5.1179
confused,0.3575,0.3862,0.4104,2.5569
confused,0.3943,0.5325,0.4678,1.4018
confused,0.4024,0.4596,0.5906,15.8054
confused,0.4358,0.5195,0.1571,2.396
confused,0.428,0.4736,0.4332,-10.6458
confused,0.387,0.46,0.0188,16.3292
confused,0.3565,0.4294,0.328,-0.3146
confused,0.4417,0.4427,0.4597,2.6785
confused,0.4216,0.4175,0.2906,0.4969
confused,0.2035,0.3992,0.322,4.4071
confused,0.4182,0.4158,0.1965,-6.6921
confused,0.4073,0.3695,0.2472,26.1831
confused,0.3939,0.4355,0.5163,10.1667
confused,0.3477,0.396,0.2835,-5.006
confused,0.3388,0.4166,0.0118,-1.6111
confused,0.3732,0.4305,0.007,2.9033
confused,0.3995,0.4304,0.3426,-8.3984
confused,0.3953,0.5287,0.8296,-11.7225
confused,0.4377,0.4436,0.2238,-3.5648
confused,0.4332,0.4676,0.1523,-4.4935
confused,0.3476,0.3734,0.0722,-1.4971
confused,0.224,0.3331,0.4078,7.0287
confused,0.4797,0.4869,0.768,-1.6411
confused,0.4566,0.5105,0.0856,-2.1439
confused,0.4598,0.5104,0.0132,-2.7721
confused,0.3668,0.5438,0.0073,9.2113
confused,0.357,0.3696,0.4022,7.1756
confused,0.425,0.4306,0.3818,-0.4876
confused,0.3646,0.395,0.0898,-3.4611
confused,0.34,0.4287,0.5113,2.0441
confused,0.4153,0.559,0.4577,1.3097
confused,0.357,0.4697,0.1784,-6.9781
confused,0.4071,0.5354,0.6322,-8.4775
confused,0.403,0.5211,0.0313,-6.7975
confused,0.4186,0.4058,0.6951,16.281
confused,0.3486,0.4049,0.6728,-1.8022
confused,0.2825,0.2108,0.614,-5.9156
confused,0.4351,0.6101,0.5315,-1.2121
confused,0.4353,0.4903,0.4978,-2.3216
confused,0.3623,0.5104,0.6849,-0.0145
confused,0.3548,0.3868,0.4494,-2.0164
confused,0.3747,0.6165,0.016,4.3368
confused,0.4708,0.5228,0.3745,0.0956
confused,0.3209,0.4807,0.4691,3.1636
confused,0.3922,0.4978,0.4715,-7.9238
confused,0.3946,0.4026,0.5201,2.4676
confused,0.4561,0.4061,0.5529,-4.435
confused,0.424,0.4214,0.4042,-6.9752
confused,0.3977,0.5258,0.7261,-12.5516
confused,0.3237,0.4627,0.0115,-13.9273
confused,0.3713,0.4077,0.7086,-9.4655
confused,0.3015,0.391,0.4322,4.0143
confused,0.4753,0.5919,0.1945,-0.2626
confused,0.3895,0.4868,0.3003,1.9893
confused,0.3852,0.491,0.2218,-1.1029
confused,0.3221,0.5353,0.7198,0.5662
confused,0.4242,0.3938,0.6443,-4.7843
confused,0.4787,0.4041,0.8975,-8.9857
confused,0.4378,0.4376,0.1605,-2.9786
confused,0.3073,0.38,0.3312,0.5284
confused,0.3826,0.4649,0.576,-0.0686
confused,0.4128,0.5586,0.5034,-9.0694
confused,0.4658,0.5866,0.6254,-14.4094
confused,0.3963,0.5317,0.6589,23.8718
confused,0.3717,0.3862,0.379,1.9079
confused,0.4243,0.5458,0.1855,6.0418
confused,0.2815,0.4161,0.7253,0.4083
confused,0.2709,0.4279,0.4223,-2.7442
confused,0.3647,0.4683,0.2318,-1.7346
confused,0.2782,0.331,0.1839,12.6243
confused,0.4392,0.5559,0.1489,0.7091
confused,0.3164,0.3467,0.5642,0.5575
confused,0.3311,0.4108,0.6595,-5.3613
confused,0.4765,0.4782,0.3178,8.9576
confused,0.4448,0.6786,0.2961,-0.6107
confused,0.5143,0.5741,0.0267,1.7312
confused,0.3681,0.3865,0.4017,1.9419
confused,0.3046,0.3055,0.7245,0.4571
confused,0.2706,0.3392,0.2217,-13.8813
confused,0.4152,0.4344,0.7701,5.0009
confused,0.493,0.4721,0.2264,4.9398
confused,0.4496,0.6199,0.5623,-3.682
confused,0.3435,0.4334,0.3533,-0.8839
confused,0.3717,0.427,0.4237,2.0785
confused,0.3993,0.6388,0.2112,0.6268
confused,0.3203,0.5347,0.3579,3.1912
confused,0.4009,0.5053,0.3355,3.6931
confused,0.4182,0.4158,0.1965,-6.6921
confused,0.4288,0.4656,0.2294,-5.1063
confused,0.401,0.5603,0.7557,0.117
confused,0.4426,0.4882,0.1582,-1.0757
confused,0.4242,0.3676,0.5575,24.7532
confused,0.5094,0.4498,0.693,-1.2029
confused,0.3762,0.3991,0.4142,7.819
confused,0.387,0.3699,0.1985,-4.243
confused,0.4185,0.5196,0.0099,0.026
confused,0.4256,0.5129,0.4007,-3.0539
confused,0.4429,0.5004,0.3556,-2.5312
confused,0.3706,0.4392,0.1389,-1.6234
confused,0.3933,0.4833,0.2025,-6.3658
confused,0.4604,0.3858,0.5672,1.6289
confused,0.4451,0.4524,0.6017,1.86
confused,0.3981,0.466,0.3994,4.9939
confused,0.447,0.4612,0.5402,-0.2946
confused,0.3892,0.4832,0.3419,-9.2466
confused,0.3558,0.4456,0.4879,3.5867
confused,0.3675,0.3477,0.8072,0.6129
confused,0.4295,0.4144,0.2818,2.1923
confused,0.4109,0.4665,0.0261,1.8778
confused,0.3644,0.432,0.328,-2.1319
confused,0.3873,0.4307,0.2718,-0.8888
confused,0.3373,0.3579,0.1816,0.4033
confused,0.3511,0.3175,0.8288,11.0887
confused,0.4021,0.4786,0.2518,1.3883
confused,0.3271,0.4265,0.234,-8.8273
confused,0.4056,0.4638,0.1852,9.8418
confused,0.4172,0.465,0.3937,0.9113
confused,0.399,0.5452,0.1899,10.5769
confused,0.3943,0.4145,0.2357,4.6744
confused,0.4145,0.5299,0.605,4.4409
confused,0.4942,0.5381,0.0964,2.192
confused,0.3661,0.429,0.3752,4.3781
confused,0.4159,0.4475,0.5295,-1.0561
confused,0.4684,0.5025,0.43,2.101
confused,0.4206,0.5691,0.4883,0.2553
confused,0.429,0.5027,0.0116,-1.2842
confused,0.3775,0.3931,0.8257,3.7167
confused,0.3915,0.4359,0.7692,-0.0828
confused,0.4494,0.548,0.384,2.4916
confused,0.4069,0.4382,0.8036,0.4444
confused,0.4266,0.5629,0.2868,6.3131
confused,0.2413,0.5034,0.047,1.0024
confused,0.3987,0.3896,0.2479,2.8254
confused,0.4327,0.4271,0.0146,-7.9556
confused,0.4368,0.5354,0.3055,-5.1179
confused,0.393,0.4158,0.559,-15.4175
confused,0.1823,0.3317,0.3438,6.5029
confused,0.3927,0.4383,0.6381,-1.0653
confused,0.4348,0.4611,0.0022,-0.0456
confused,0.4258,0.4552,0.3659,-0.2739
confused,0.38,0.4736,0.3744,1.0453
confused,0.4241,0.4671,0.8106,0.0539
confused,0.0628,0.4468,0.4508,-5.367
confused,0.4493,0.4427,0.0207,-2.8138
confused,0.446,0.4258,0.2647,16.7876
confused,0.4454,0.4886,0.3363,-8.885
confused,0.2922,0.4802,0.2933,17.049
confused,0.4354,0.4557,0.9462,2.3473
confused,0.4121,0.4345,0.0536,-12.4818
confused,0.3927,0.4202,0.5759,-2.0583
confused,0.4756,0.3876,0.5439,1.0975
confused,0.2252,0.4479,0.2763,5.4124
confused,0.4167,0.5185,0.3234,-5.425
confused,0.426,0.4086,0.0099,-0.8451
confused,0.4332,0.4879,0.0199,-2.6382
confused,0.2293,0.2411,0.7669,-5.1602
confused,0.4193,0.5578,0.2191,1.3874
confused,0.3768,0.4462,0.3928,11.6011
confused,0.339,0.4316,0.0082,0.1147
confused,0.4837,0.4742,0.344,2.2074
confused,0.4005,0.472,0.0852,2.5244
confused,0.3528,0.4206,0.6979,-2.1235
confused,0.2809,0.4007,0.8779,-0.1581
confused,0.4453,0.4073,0.6229,1.355
confused,0.3931,0.4825,0.0313,2.4205
confused,0.5023,0.486,1.2194,-11.0302
confused,0.3728,0.4706,0.206,0.6865
confused,0.3975,0.5021,0.3991,0.8772
confused,0.4828,0.3991,0.6269,-0.0435
confused,0.4586,0.467,0.0181,-2.8381
confused,0.3646,0.2772,0.3881,-0.2538
confused,0.4297,0.4295,0.3462,1.7307
confused,0.4911,0.5555,0.0159,-1.5086
confused,0.3632,0.3963,0.4029,-11.6606
confused,0.4809,0.514,0.5228,12.2515
confused,0.4028,0.3822,0.4941,6.0627
confused,0.3355,0.4256,0.0578,1.5549
confused,0.4259,0.4378,0.1203,0.5037
confused,0.4204,0.5087,0.4607,-7.2825
confused,0.3517,0.3586,0.4251,1.9024
confused,0.3985,0.3967,0.4237,5.0014
confused,0.4288,0.5036,0.0971,0.5992
confused,0.4367,0.511,0.529,-2.1734
confused,0.4109,0.527,0.3045,-6.2374
confused,0.4399,0.3839,0.5636,-1.1555
confused,0.4055,0.4842,0.6193,-0.6265
confused,0.2302,0.3301,0.3456,-4.2641
confused,0.3298,0.3332,0.4681,0.9301
confused,0.4161,0.5405,0.0131,-0.4477
confused,0.5207,0.4723,0.4576,-3.7092
confused,0.4878,0.4907,0.0217,2.5934
confused,0.497,0.4149,1.0853,-11.5243
confused,0.2792,0.2844,0.0703,-4.2296
confused,0.4093,0.3651,0.0119,-1.4616
confused,0.2328,0.24,0.2322,-19.7395
confused,0.4185,0.5945,0.0233,0.9547
confused,0.3531,0.4426,0.4064,3.5018
confused,0.5183,0.4699,0.6923,0.017
confused,0.4512,0.4852,0.722,7.0423
confused,0.3361,0.3778,0.0145,2.2705
confused,0.3762,0.4083,0.0865,-1.5953
confused,0.2932,0.4286,0.4231,16.0128
confused,0.4478,0.4156,0.5753,-2.5675
confused,0.4241,0.4671,0.8106,0.0539
confused,0.3927,0.4202,0.5759,-2.0583
confused,0.4316,0.4683,0.2774,-5.2658
confused,0.392,0.4351,0.4651,0.165
confused,0.3908,0.4529,0.5896,-11.4664
confused,0.4171,0.4428,0.0127,-0.6642
confused,0.3784,0.4618,0.1818,11.9014
confused,0.3954,0.5207,0.6987,0.0977
confused,0.2933,0.4044,0.6137,-6.3732
confused,0.4558,0.5523,0.4095,-0.8941
confused,0.4414,0.5655,0.1086,0.5191
confused,0.3825,0.4482,0.1483,-1.2026
confused,0.4423,0.3463,0.1911,-6.2127
confused,0.3464,0.4669,0.1015,-9.5193
confused,0.5273,0.3417,0.8677,-19.0435
confused,0.4274,0.3882,0.3724,1.5194
confused,0.4218,0.4756,0.1687,-4.3244
confused,0.3858,0.4088,0.8359,1.0825
confused,0.4243,0.3712,0.1762,4.0237
confused,0.2956,0.3652,0.5798,0.2511
confused,0.4568,0.5147,0.1852,8.5639
confused,0.3861,0.445,0.1299,-6.6784
confused,0.41,0.3937,1.0953,-2.5244
confused,0.4283,0.5009,0.4556,9.3675
confused,0.4105,0.3706,0.5925,1.7289
confused,0.4002,0.4864,0.0251,1.582
confused,0.4651,0.4266,0.5141,-7.1167
confused,0.4669,0.4523,0.4663,6.5916
confused,0.417,0.3351,0.7171,-7.1951
confused,0.3503,0.5011,0.3837,0.0987
confused,0.2864,0.5628,0.1696,-5.0566
confused,0.3647,0.444,0.1567,-1.192
confused,0.4335,0.4233,0.4021,-6.6376
confused,0.4264,0.4647,0.2896,-1.6028
confused,0.5013,0.4187,0.8893,-10.5079
confused,0.4134,0.6028,0.047,-14.5468
confused,0.4415,0.4905,0.3163,-1.5739
confused,0.3693,0.4134,0.2918,0.3957
confused,0.3649,0.4953,0.2991,-0.6204
confused,0.4617,0.4558,0.6633,18.8937
confused,0.3147,0.4064,0.4766,-4.5598
confused,0.3841,0.5041,0.4504,-22.1485
confused,0.3687,0.2683,0.3227,-0.6778
confused,0.3235,0.4057,0.3969,3.4668
confused,0.3857,0.3353,0.176,-12.3236
confused,0.1756,0.6947,0.0515,1.3934
confused,0.4315,0.5258,0.1192,4.9587
confused,0.3855,0.4149,0.0163,2.9551
confused,0.4535,0.5025,0.5515,1.8003
confused,0.4452,0.548,0.255,-4.7456
confused,0.3451,0.3856,0.3226,2.7423
confused,0.5415,0.5164,0.6542,0.459
confused,0.4175,0.6266,0.1402,7.0746
confused,0.4091,0.3807,0.8972,-7.5946
confused,0.4497,0.4907,0.686,-2.8807
confused,0.3996,0.4069,0.2778,0.8665
confused,0.3562,0.4695,0.583,0.442
confused,0.323,0.276,0.3053,-3.1283
confused,0.389,0.4067,0.1457,-25.9374
confused,0.4249,0.5124,0.5524,-26.3329
confused,0.373,0.5172,0.5906,-3.9273
confused,0.4031,0.4462,0.0217,-1.6125
confused,0.4466,0.3909,0.4799,-2.7855
confused,0.4667,0.6068,0.2682,8.9898
confused,0.3847,0.4714,0.2903,-1.8713
confused,0.2514,0.3181,0.2393,7.0471
confused,0.4481,0.4699,0.3617,1.9486
confused,0.3684,0.4446,0.1271,-7.3005
confused,0.4191,0.4615,0.6325,3.853
confused,0.2993,0.415,0.1969,-8.9649
confused,0.3023,0.6206,0.4563,-2.9843
confused,0.4598,0.5104,0.0132,-2.7721
confused,0.4198,0.4402,0.4752,0.5647
confused,0.4425,0.3685,0.5302,0.326
confused,0.3904,0.5146,0.0022,-1.9273
confused,0.4357,0.4227,0.3646,-2.1201
confused,0.4069,0.4068,0.9277,-0.6439
confused,0.4297,0.4295,0.3462,1.7307
confused,0.3716,0.4265,0.0521,1.6589
confused,0.3662,0.5273,0.5849,0.4975
confused,0.4136,0.4244,0.6339,0.2112
confused,0.3786,0.4831,0.0356,-0.4242
confused,0.4553,0.4678,0.2546,-5.8002
confused,0.4083,0.4602,0.4102,1.1873
confused,0.4308,0.405,0.7469,-1.3305
confused,0.4611,0.4149,0.6447,2.3032
confused,0.4063,0.6036,0.2549,-1.3588
confused,0.2477,0.4212,0.3942,-9.4053
confused,0.1284,0.518,0.5276,-1.514
confused,0.3277,0.5377,0.5319,-3.0067
confused,0.4182,0.5283,0.1498,-0.3693
confused,0.4883,0.4227,0.388,-2.6908
confused,0.4512,0.4544,0.6097,-7.4036
confused,0.3952,0.3892,0.4314,-17.5927
confused,0.4444,0.3938,0.2626,-2.7572
confused,0.3561,0.4586,0.1532,-41.872
confused,0.37,0.4873,0.1555,-3.4512
confused,0.3324,0.4216,0.088,-0.5901
confused,0.3949,0.4314,0.4753,3.6509
confused,0.4843,0.5125,0.1841,-20.7998
confused,0.2514,0.4004,0.2643,-6.4236
confused,0.2634,0.311,0.3012,20.5801
confused,0.4321,0.4307,0.0077,-4.5501
confused,0.4229,0.4638,0.3132,1.4231
confused,0.365,0.476,0.7243,0.8472
confused,0.4347,0.3643,0.2725,-3.0921
confused,0.4708,0.5228,0.3745,0.0956
confused,0.3817,0.3909,0.5908,-5.5549
confused,0.4347,0.5089,0.3861,0.6744
confused,0.3768,0.4517,0.0198,2.5387
confused,0.4143,0.7211,0.1257,0.3603
confused,0.4147,0.4096,0.7162,-0.5012
confused,0.3807,0.3822,0.6338,-1.3269
confused,0.3399,0.4453,0.49,0.2765
confused,0.385,0.3865,0.0162,2.8926
confused,0.1438,0.3876,0.4158,-3.5445
confused,0.429,0.5281,0.0339,1.0548
confused,0.3935,0.5616,0.0793,-0.9775
confused,0.475,0.4538,0.0212,-0.3436
confused,0.36,0.5574,0.3117,-1.2575
confused,0.2937,0.3832,0.3878,4.5989
confused,0.454,0.5597,0.4783,-0.5196
confused,0.3573,0.4607,0.5396,-6.5246
confused,0.2234,0.2944,0.2211,6.1966
confused,0.4337,0.5588,0.6527,8.5495
confused,0.3867,0.43,0.1169,-24.0989
confused,0.376,0.5726,0.278,0.5057
confused,0.3142,0.3862,0.364,-2.5245
confused,0.4734,0.4737,0.2785,-3.5531
confused,0.3864,0.449,0.0079,-3.2347
confused,0.4239,0.4583,0.2561,0.0629
confused,0.4719,0.4607,0.21,4.8708
confused,0.4106,0.4546,0.7369,15.401
confused,0.4067,0.4182,0.4425,-1.3487
confused,0.4387,0.4849,0.2738,16.3524
confused,0.3826,0.4649,0.576,-0.0686
confused,0.3804,0.3988,0.2312,-3.6655
confused,0.4789,0.4694,0.615,1.0758
confused,0.4032,0.4319,0.5228,-0.5005
confused,0.3775,0.4403,0.0573,-2.0931
confused,0.4378,0.3588,0.6165,-0.2168
confused,0.4092,0.4085,0.5723,4.2484
confused,0.4186,0.481,0.4215,-0.6174
confused,0.3786,0.4005,0.062,-12.1535
confused,0.4448,0.4491,0.9531,-6.6925
confused,0.4448,0.5227,0.547,-0.4112
confused,0.4746,0.6269,0.2776,2.7774
confused,0.4634,0.5125,0.1272,1.1642
confused,0.3891,0.5399,0.2109,-4.7682
confused,0.3182,0.4084,0.5144,-1.0538
confused,0.3419,0.4257,0.2593,-2.1398
confused,0.3561,0.4391,0.3984,0.7161
confused,0.3934,0.4312,0.2109,-2.7487
confused,0.4193,0.4798,0.529,3.8748
confused,0.4234,0.4079,0.634,-5.98
confused,0.4517,0.4829,0.3971,-1.1177
confused,0.392,0.379,0.0388,-3.5311
confused,0.4534,0.5284,0.016,3.5634
confused,0.3871,0.4829,0.605,0.9664
confused,0.4486,0.5371,0.3165,1.4259
confused,0.4126,0.4973,0.3514,-11.5714
confused,0.4321,0.4326,0.5376,0.8
confused,0.4067,0.4182,0.4425,-1.3487
confused,0.3272,0.4361,0.3266,-1.6678
confused,0.4463,0.4559,0.3983,-0.8862
confused,0.3881,0.5776,0.1775,-24.6073
confused,0.4679,0.501,0.2392,4.1006
confused,0.4596,0.3982,0.5807,0.181
confused,0.4185,0.4092,0.3628,-2.3387
confused,0.5131,0.3618,0.0568,33.8095
confused,0.4499,0.3949,0.604,-4.9072
confused,0.4463,0.4961,0.4161,-13.6746
confused,0.3741,0.5534,0.0223,-5.9649
confused,0.4541,0.5131,0.7351,-0.088
confused,0.3536,0.5595,0.6159,-0.7497
confused,0.4378,0.3849,0.6734,3.1126
confused,0.3372,0.4657,0.399,2.0078
confused,0.4185,0.4959,0.1627,0.3567
confused,0.4122,0.5545,0.1794,7.378
confused,0.3086,0.3463,0.6116,-0.7175
confused,0.4503,0.47,0.0727,-2.6343
confused,0.4447,0.4308,0.5232,3.6768
confused,0.3654,0.4155,0.6174,-9.8671
confused,0.3757,0.4345,0.1016,2.3394
confused,0.4254,0.3719,0.3918,4.9694
confused,0.3932,0.5195,0.4473,-23.6286
confused,0.4399,0.4911,0.0332,2.9546
