emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt,mouth_width,mouth_height,eyebrow_asymmetry
frustrated,0.0834,0.5036,0.0079,-0.142,0.3173,0.0025,0.0002
frustrated,0.2338,0.4033,0.1636,0.2971,0.2286,0.0374,0.0039
frustrated,0.0493,0.4749,0.0109,-34.3685,0.2593,0.0028,0.2804
frustrated,0.3887,0.4836,0.3522,-2.4341,0.239,0.0842,0.0207
frustrated,0.2476,0.5547,0.0497,1.2294,0.3134,0.0156,0.0045
frustrated,0.0757,0.4338,0.4286,0.0234,0.3265,0.1399,0.021
frustrated,0.0861,0.4275,0.1604,-4.4084,0.3167,0.0508,0.0356
frustrated,0.1512,0.4907,0.0064,-0.2803,0.3289,0.0021,0.0144
frustrated,0.3356,0.5344,0.2815,0.4318,0.3288,0.0925,0.0039
frustrated,0.2084,0.4028,0.3674,-2.7311,0.2897,0.1064,0.0189
frustrated,0.3633,0.3806,0.6094,5.1521,0.2617,0.1595,0.0491
frustrated,0.0917,0.5467,0.0976,-16.322,0.2998,0.0292,0.1963
frustrated,0.0702,0.4899,0.0275,-0.4833,0.3055,0.0084,0.0024
frustrated,0.2878,0.4695,0.303,10.0011,0.247,0.0748,0.1017
frustrated,0.1642,0.4807,0.4266,-3.3478,0.3364,0.1435,0.0275
frustrated,0.4174,0.4946,0.2828,-20.6053,0.2735,0.0773,0.1649
frustrated,0.1827,0.4753,0.0919,7.5265,0.2555,0.0235,0.087
frustrated,0.2916,0.4921,0.3464,25.2659,0.2988,0.1035,0.2501
frustrated,0.1959,0.4035,0.533,5.6119,0.2524,0.1345,0.052
frustrated,0.3438,0.4231,0.0688,-5.6839,0.2592,0.0178,0.0437
frustrated,0.2536,0.4086,0.0082,4.3304,0.255,0.0021,0.0246
frustrated,0.1379,0.4206,0.2534,1.4413,0.2329,0.059,0.0219
frustrated,0.3996,0.3723,0.3526,-6.8885,0.2382,0.084,0.0452
frustrated,0.2297,0.5126,0.7154,24.9656,0.2195,0.157,0.1837
frustrated,0.3375,0.3864,0.5085,-8.6029,0.154,0.0783,0.047
frustrated,0.1642,0.4807,0.4266,-3.3478,0.3364,0.1435,0.0275
frustrated,0.2846,0.4241,0.4674,-4.3646,0.2846,0.133,0.041
frustrated,0.1857,0.5156,0.0767,-14.2767,0.3014,0.0231,0.1381
frustrated,0.3757,0.497,0.3781,17.0204,0.3226,0.122,0.157
frustrated,0.0999,0.6057,0.0163,7.4201,0.292,0.0048,0.1002
frustrated,0.2747,0.3042,0.2618,1.4586,0.163,0.0427,0.0011
frustrated,0.3662,0.4618,0.4908,-9.1894,0.2668,0.1309,0.0531
frustrated,0.2733,0.3808,0.0622,-1.6888,0.2868,0.0178,0.0149
frustrated,0.1098,0.4333,0.1458,-5.7471,0.3147,0.0459,0.0421
frustrated,0.2279,0.5251,0.1759,-4.9964,0.3216,0.0566,0.0574
frustrated,0.3045,0.4686,0.5725,4.492,0.2646,0.1515,0.0462
frustrated,0.3433,0.4525,0.1977,-6.7113,0.2632,0.052,0.0587
frustrated,0.2487,0.4644,0.1528,9.6835,0.2514,0.0384,0.074
frustrated,0.3142,0.4163,0.2784,-5.107,0.2557,0.0712,0.0501
frustrated,0.0842,0.4163,0.1904,-5.8119,0.3037,0.0578,0.0383
frustrated,0.3032,0.3972,0.2063,0.4688,0.2901,0.0598,0.009
frustrated,0.2547,0.4066,0.3159,7.2031,0.3388,0.107,0.0706
frustrated,0.146,0.4978,0.3333,-1.3575,0.2996,0.0998,0.0037
frustrated,0.2582,0.4526,0.0111,-3.0891,0.2104,0.0023,0.0034
frustrated,0.259,0.3782,0.4466,-2.7606,0.2156,0.0963,0.0319
frustrated,0.2447,0.4508,0.0115,-1.5957,0.2733,0.0031,0.0093
frustrated,0.135,0.4698,0.2004,-5.2701,0.2721,0.0545,0.0519
frustrated,0.2073,0.4335,0.2622,0.6448,0.3018,0.0792,0.0218
frustrated,0.3465,0.466,0.3421,9.5981,0.2536,0.0867,0.097
frustrated,0.38,0.6268,0.132,-4.6302,0.3352,0.0442,0.0464
frustrated,0.1622,0.5182,0.1696,-1.8128,0.2973,0.0504,0.0191
frustrated,0.3641,0.3979,0.6885,5.3841,0.2649,0.1824,0.0561
frustrated,0.1291,0.4892,0.122,-15.1218,0.2758,0.0337,0.1437
frustrated,0.272,0.4276,0.2046,-5.0732,0.2516,0.0515,0.042
frustrated,0.3371,0.4359,0.2344,2.1962,0.253,0.0593,0.0036
frustrated,0.3158,0.5361,0.0839,0.5518,0.2399,0.0201,0.0104
frustrated,0.3443,0.4388,0.3414,17.3781,0.2688,0.0918,0.1412
frustrated,0.4335,0.4873,0.2201,-12.0276,0.2488,0.0547,0.0787
frustrated,0.3074,0.4733,0.5977,6.9323,0.262,0.1566,0.0806
frustrated,0.2832,0.499,0.0919,-0.5354,0.2385,0.0219,0.0183
frustrated,0.1318,0.4179,0.3416,4.103,0.2465,0.0842,0.0498
frustrated,0.0273,0.469,0.0055,12.46,0.2843,0.0016,0.1106
frustrated,0.341,0.4816,0.0366,-1.8187,0.2355,0.0086,0.0034
frustrated,0.3119,0.3696,0.014,6.3202,0.2291,0.0032,0.0518
frustrated,0.3057,0.4861,0.0807,-6.2319,0.2747,0.0222,0.0707
frustrated,0.2672,0.448,0.3455,0.8849,0.3861,0.1334,0.0086
frustrated,0.3839,0.4649,0.3175,4.3949,0.1768,0.0561,0.0615
frustrated,0.3391,0.5203,0.4169,2.3324,0.3727,0.1554,0.0271
frustrated,0.1959,0.4035,0.533,5.6119,0.2524,0.1345,0.052
frustrated,0.2479,0.3998,0.3814,0.601,0.3395,0.1295,0.0115
frustrated,0.1215,0.4268,0.2907,18.8679,0.19,0.0552,0.1108
frustrated,0.1449,0.5388,0.0194,-1.2339,0.2865,0.0055,0.0178
frustrated,0.3099,0.4553,0.2607,0.0163,0.2964,0.0773,0.0075
frustrated,0.3515,0.5435,0.2188,-9.8752,0.3077,0.0673,0.1358
frustrated,0.2712,0.4478,0.0147,-14.3234,0.3433,0.005,0.1278
frustrated,0.2359,0.4484,0.2897,-5.6579,0.2935,0.085,0.055
frustrated,0.272,0.4276,0.2046,-5.0732,0.2516,0.0515,0.042
frustrated,0.3304,0.5199,0.0186,-8.6087,0.3217,0.006,0.0756
frustrated,0.464,0.4297,0.092,3.4455,0.2543,0.0234,0.0142
frustrated,0.1393,0.4172,0.6067,-3.7479,0.2812,0.1706,0.0417
frustrated,0.2425,0.5049,0.3853,-18.3801,0.3095,0.1193,0.201
frustrated,0.2884,0.5192,0.1758,-1.3556,0.398,0.07,0.0323
frustrated,0.0176,0.4125,0.5408,-0.3313,0.33,0.1784,0.0018
frustrated,0.3768,0.4756,0.0594,9.5378,0.2461,0.0146,0.1179
frustrated,0.4713,0.453,0.139,3.2797,0.2319,0.0322,0.0149
frustrated,0.2205,0.4348,0.1977,0.0851,0.3197,0.0632,0.0044
frustrated,0.3183,0.4582,0.2123,5.4469,0.2725,0.0578,0.053
frustrated,0.3057,0.4861,0.0807,-6.2319,0.2747,0.0222,0.0707
frustrated,0.1071,0.477,0.043,0.9056,0.2593,0.0111,0.0242
frustrated,0.2816,0.412,0.1424,-1.6841,0.272,0.0387,0.0227
frustrated,0.3476,0.4286,0.2056,-5.3756,0.2658,0.0547,0.0582
frustrated,0.38,0.6268,0.132,-4.6302,0.3352,0.0442,0.0464
frustrated,0.0433,0.4724,0.1506,7.6534,0.3787,0.057,0.0733
frustrated,0.0453,0.4041,0.304,-0.7636,0.1897,0.0577,0.0209
frustrated,0.2376,0.4742,0.2006,-4.0532,0.2337,0.0469,0.0477
frustrated,0.2297,0.48,0.1794,0.6646,0.2657,0.0477,0.0119
frustrated,0.3356,0.5421,0.0779,-4.0729,0.3527,0.0275,0.0462
frustrated,0.3433,0.4327,0.1663,4.3511,0.2626,0.0437,0.0362
frustrated,0.0279,0.6088,0.0333,9.4551,0.2347,0.0078,0.1016
frustrated,0.2504,0.5224,0.4053,-18.8699,0.3053,0.1238,0.2186
frustrated,0.3496,0.5929,0.0265,-5.3559,0.3908,0.0104,0.0625
frustrated,0.2937,0.4967,0.0191,-2.1448,0.2539,0.0048,0.0263
frustrated,0.427,0.5488,0.4036,-4.232,0.28,0.113,0.0569
frustrated,0.3282,0.4575,0.2781,-7.7394,0.2671,0.0743,0.0759
frustrated,0.2104,0.4857,0.247,0.2104,0.2556,0.0631,0.0019
frustrated,0.3632,0.3593,0.5573,4.8017,0.2482,0.1383,0.0412
frustrated,0.1485,0.4769,0.0314,-1.6628,0.2956,0.0093,0.0232
frustrated,0.1351,0.4475,0.0345,-1.1468,0.2883,0.0099,0.0039
frustrated,0.2561,0.5974,0.0111,13.8822,0.4305,0.0048,0.1599
frustrated,0.0862,0.4178,0.1803,1.362,0.2296,0.0414,0.0151
frustrated,0.1024,0.5325,0.2367,-2.7279,0.4446,0.1052,0.0024
frustrated,0.0551,0.4664,0.0159,-0.8943,0.2686,0.0043,0.0119
frustrated,0.3633,0.3806,0.6094,5.1521,0.2617,0.1595,0.0491
frustrated,0.2118,0.4151,0.4769,8.4856,0.3238,0.1544,0.0559
frustrated,0.2302,0.4857,0.0335,-10.3595,0.3995,0.0134,0.0935
frustrated,0.1948,0.3701,0.472,15.7408,0.2873,0.1356,0.1181
frustrated,0.2347,0.3992,0.0224,3.4516,0.169,0.0038,0.027
frustrated,0.0786,0.4317,0.1304,-4.947,0.3089,0.0403,0.0305
frustrated,0.0757,0.4338,0.4286,0.0234,0.3265,0.1399,0.021
frustrated,0.1377,0.5636,0.1838,-6.4046,0.314,0.0577,0.0663
frustrated,0.2236,0.3741,0.16,2.6971,0.2566,0.0411,0.0253
frustrated,0.2297,0.48,0.1794,0.6646,0.2657,0.0477,0.0119
frustrated,0.2235,0.3862,0.5073,-2.042,0.2557,0.1297,0.0047
frustrated,0.294,0.4696,0.3341,9.4435,0.2378,0.0795,0.0849
frustrated,0.3015,0.4808,0.2103,-3.0485,0.3403,0.0716,0.0127
frustrated,0.3275,0.4477,0.0072,2.775,0.2512,0.0018,0.0218
frustrated,0.0568,0.4543,0.0211,-4.1645,0.2551,0.0054,0.0168
frustrated,0.1369,0.4859,0.0605,11.3773,0.2728,0.0165,0.103
frustrated,0.1605,0.4741,0.0059,0.5401,0.2689,0.0016,0.0148
frustrated,0.34,0.4607,0.0146,0.0516,0.2167,0.0032,0.0013
frustrated,0.2638,0.4523,0.1783,5.8523,0.24,0.0428,0.0604
frustrated,0.3297,0.5724,0.2811,-5.8945,0.3192,0.0897,0.061
frustrated,0.324,0.4756,0.1126,-6.1098,0.2647,0.0298,0.0703
frustrated,0.1099,0.4515,0.0158,-1.8484,0.2987,0.0047,0.0109
frustrated,0.0426,0.5395,0.1504,-0.5854,0.3194,0.048,0.0353
frustrated,0.2974,0.5437,0.0088,-6.7891,0.3073,0.0027,0.0746
frustrated,0.2944,0.4235,0.204,-5.1439,0.2498,0.051,0.0433
frustrated,0.2735,0.5292,0.41,4.901,0.3776,0.1548,0.0568
frustrated,0.0245,0.5357,0.0047,9.021,0.221,0.001,0.0909
frustrated,0.2004,0.4733,0.2041,4.0931,0.2737,0.0559,0.0479
frustrated,0.1462,0.4223,0.2282,3.9827,0.2463,0.0562,0.0412
frustrated,0.1297,0.4253,0.277,-0.2941,0.367,0.1016,0.0085
frustrated,0.4408,0.4528,0.379,-12.6962,0.2431,0.0921,0.0823
frustrated,0.0453,0.466,0.1954,1.5425,0.2879,0.0563,0.0357
frustrated,0.0608,0.4202,0.1737,-1.9043,0.3437,0.0597,0.0037
frustrated,0.2814,0.4336,0.4318,-4.1265,0.2913,0.1258,0.0404
frustrated,0.312,0.4736,0.0242,-0.1584,0.312,0.0075,0.0039
frustrated,0.056,0.3697,0.01,9.054,0.2613,0.0026,0.0945
frustrated,0.1437,0.4109,0.2254,0.3455,0.2472,0.0557,0.0014
frustrated,0.301,0.6229,0.0218,0.7501,0.2563,0.0056,0.0213
frustrated,0.1209,0.3889,0.3604,-4.8972,0.2248,0.081,0.0329
frustrated,0.2349,0.3647,0.6413,2.1645,0.2925,0.1876,0.0213
frustrated,0.422,0.4663,0.0861,-12.1111,0.2246,0.0194,0.0744
frustrated,0.0861,0.4275,0.1604,-4.4084,0.3167,0.0508,0.0356
frustrated,0.4251,0.4307,0.3163,-7.4027,0.2285,0.0723,0.0565
frustrated,0.2083,0.358,0.245,0.6733,0.2537,0.0621,0.0009
frustrated,0.292,0.4318,0.2533,-7.0768,0.3196,0.0809,0.0667
frustrated,0.0796,0.4405,0.0749,1.2736,0.2747,0.0206,0.0011
frustrated,0.033,0.4298,0.2493,-0.3025,0.2212,0.0552,0.0202
frustrated,0.0928,0.6519,0.0231,7.6081,0.3261,0.0075,0.1099
frustrated,0.3472,0.1007,0.0671,-95.3719,0.0503,0.0034,0.1001
frustrated,0.2836,0.4262,0.4639,-4.2828,0.2735,0.1269,0.0432
frustrated,0.1862,0.4894,0.4748,6.1254,0.3092,0.1468,0.0632
frustrated,0.342,0.7132,0.0156,11.7126,0.3421,0.0053,0.1295
frustrated,0.1526,0.4303,0.1921,1.7193,0.236,0.0453,0.0174
frustrated,0.1959,0.4035,0.533,5.6119,0.2524,0.1345,0.052
frustrated,0.1122,0.4327,0.1505,-13.7179,0.2406,0.0362,0.1289
frustrated,0.0882,0.4319,0.0756,-7.6779,0.2752,0.0208,0.0353
frustrated,0.2338,0.4033,0.1636,0.2971,0.2286,0.0374,0.0039
frustrated,0.117,0.4185,0.2539,4.2152,0.2468,0.0627,0.0451
frustrated,0.3398,0.5789,0.1967,0.051,0.2281,0.0449,0.0016
frustrated,0.052,0.3777,0.0854,-14.0913,0.1984,0.0169,0.115
frustrated,0.3551,0.5284,0.2153,-9.4365,0.3073,0.0662,0.1263
frustrated,0.2297,0.48,0.1794,0.6646,0.2657,0.0477,0.0119
frustrated,0.2733,0.3468,0.1907,15.2393,0.1898,0.0362,0.0861
frustrated,0.3247,0.4317,0.1728,7.1925,0.2186,0.0378,0.0628
frustrated,0.3551,0.5284,0.2153,-9.4365,0.3073,0.0662,0.1263
frustrated,0.2313,0.4351,0.2462,0.8297,0.2957,0.0728,0.0048
frustrated,0.2554,0.398,0.1534,0.3218,0.2248,0.0345,0.0041
frustrated,0.2944,0.4235,0.204,-5.1439,0.2498,0.051,0.0433
frustrated,0.2313,0.4351,0.2462,0.8297,0.2957,0.0728,0.0048
frustrated,0.432,0.5706,0.4132,-1.9754,0.2916,0.1205,0.045
frustrated,0.1585,0.536,0.1841,-2.6432,0.3367,0.062,0.0121
frustrated,0.3176,0.5078,0.0078,18.627,0.308,0.0024,0.1665
frustrated,0.0794,0.4665,0.3179,-0.2821,0.4137,0.1315,0.0038
frustrated,0.2618,0.4441,0.1859,-0.2063,0.2858,0.0531,0.0059
frustrated,0.464,0.4297,0.092,3.4455,0.2543,0.0234,0.0142
frustrated,0.2251,0.4578,0.1267,2.1217,0.3143,0.0398,0.0164
frustrated,0.2866,0.4528,0.0289,-8.7959,0.2945,0.0085,0.0711
frustrated,0.2918,0.4028,0.5731,4.0443,0.2094,0.12,0.0401
frustrated,0.1622,0.4523,0.005,-6.6938,0.3399,0.0017,0.0433
frustrated,0.2814,0.4336,0.4318,-4.1265,0.2913,0.1258,0.0404
frustrated,0.1561,0.4678,0.1023,-0.9192,0.3003,0.0307,0.0158
frustrated,0.3246,0.6075,0.0847,-0.1372,0.3636,0.0308,0.0136
frustrated,0.3799,0.3746,0.62,5.3149,0.2561,0.1588,0.0526
frustrated,0.2281,0.5025,0.4912,25.5989,0.244,0.1199,0.1959
frustrated,0.0883,0.4084,0.0163,8.9861,0.2606,0.0043,0.0779
frustrated,0.0466,0.4456,0.6515,-0.5787,0.3392,0.221,0.0037
frustrated,0.4163,0.4826,0.3586,-19.2472,0.2693,0.0965,0.157
frustrated,0.2682,0.5261,0.3434,5.013,0.3735,0.1283,0.0596
frustrated,0.422,0.4663,0.0861,-12.1111,0.2246,0.0194,0.0744
frustrated,0.2549,0.4458,0.3541,-8.0306,0.3017,0.1068,0.0721
frustrated,0.0206,0.5028,0.2052,1.0264,0.3046,0.0625,0.003
frustrated,0.3083,0.4175,0.2904,-7.0833,0.3131,0.0909,0.063
frustrated,0.2283,0.4135,0.0852,-0.6304,0.2437,0.0208,0.0068
frustrated,0.1482,0.3997,0.4158,-6.344,0.2321,0.0965,0.0403
frustrated,0.2132,0.4117,0.5483,8.7337,0.3378,0.1852,0.0615
frustrated,0.2718,0.4511,0.3557,6.5128,0.196,0.0697,0.0417
frustrated,0.2369,0.4106,0.0128,0.7815,0.2561,0.0033,0.0102
frustrated,0.2812,0.4263,0.6706,6.5132,0.3262,0.2187,0.096
frustrated,0.1654,0.5168,0.4607,2.9187,0.3524,0.1624,0.0456
frustrated,0.272,0.4276,0.2046,-5.0732,0.2516,0.0515,0.042
frustrated,0.1421,0.4528,0.0123,-5.4483,0.2688,0.0033,0.0488
frustrated,0.096,0.4069,0.0252,-8.9905,0.29,0.0073,0.0807
frustrated,0.2721,0.4922,0.3306,5.763,0.3522,0.1164,0.0592
frustrated,0.2436,0.4522,0.0081,-4.0813,0.3038,0.0024,0.0552
frustrated,0.2504,0.5139,0.4975,20.7677,0.2391,0.1189,0.1443
frustrated,0.4289,0.4888,0.2187,-12.2375,0.2549,0.0558,0.0941
frustrated,0.3072,0.5851,0.0096,12.6533,0.2619,0.0025,0.1329
frustrated,0.33,0.4724,0.1613,19.1543,0.32,0.0516,0.1975
frustrated,0.309,0.414,0.0954,3.3176,0.2706,0.0258,0.0222
frustrated,0.397,0.4382,0.1566,-9.0802,0.1979,0.031,0.0922
frustrated,0.1966,0.5244,0.0044,-4.4708,0.2223,0.001,0.0357
frustrated,0.2425,0.3856,0.2128,1.7694,0.2645,0.0563,0.018
frustrated,0.2765,0.4003,0.0765,3.6884,0.2234,0.0171,0.013
confused,0.4234,0.5587,0.3373,-10.6819,0.2115,0.0714,0.096
confused,0.3554,0.6592,0.0068,-2.15,0.3484,0.0024,0.034
confused,0.3671,0.4142,0.0477,-5.891,0.2488,0.0119,0.0445
confused,0.0988,0.612,0.0154,1.9647,0.2587,0.004,0.0033
confused,0.3726,0.3986,0.1093,3.4301,0.2142,0.0234,0.0243
confused,0.4444,0.4845,0.1905,0.4684,0.2508,0.0478,0.0074
confused,0.397,0.3106,0.4254,-1.6944,0.144,0.0613,0.0202
confused,0.2571,0.5881,0.1843,-12.8647,0.356,0.0656,0.1434
confused,0.4295,0.5292,0.027,-6.5187,0.1646,0.0044,0.0406
confused,0.277,0.4562,0.0047,11.7047,0.2538,0.0012,0.1048
confused,0.4497,0.5099,0.2733,-1.099,0.3441,0.094,0.0223
confused,0.0565,0.4905,0.0339,-1.3815,0.3279,0.0111,0.0116
confused,0.4622,0.5086,0.0121,-2.972,0.2448,0.003,0.0222
confused,0.4582,0.5036,0.601,0.0358,0.2557,0.1537,0.0357
confused,0.2804,0.3853,0.0398,-11.7448,0.2554,0.0102,0.1025
confused,0.1081,0.444,0.1509,11.7278,0.2337,0.0353,0.1297
confused,0.42,0.526,0.0679,-8.7241,0.2684,0.0182,0.0565
confused,0.4364,0.5207,0.0464,-4.5983,0.2263,0.0105,0.052
confused,0.1544,0.4712,0.1636,7.3369,0.2495,0.0408,0.0617
confused,0.1496,0.2856,0.2283,-0.6717,0.2292,0.0523,0.0197
confused,0.0891,0.4216,0.3208,4.3359,0.253,0.0812,0.0402
confused,0.3614,0.4433,0.7422,0.187,0.206,0.1529,0.0123
confused,0.1733,0.4484,0.3788,-3.0553,0.3572,0.1353,0.0207
confused,0.2901,0.478,0.0047,-13.1072,0.3547,0.0017,0.1232
confused,0.3392,0.5505,0.0934,-5.629,0.2874,0.0268,0.0514
confused,0.2049,0.4177,0.5878,-18.1473,0.2514,0.1478,0.1645
confused,0.3316,0.3175,0.6252,2.6102,0.1958,0.1224,0.0088
confused,0.3241,0.3275,0.3042,4.5035,0.1536,0.0467,0.0456
confused,0.3401,0.3629,0.8469,0.237,0.2351,0.1991,0.0177
confused,0.4395,0.2806,0.0549,1.4131,0.1197,0.0066,0.0003
confused,0.1296,0.4195,0.0157,4.2773,0.2795,0.0044,0.0273
confused,0.3567,0.4591,0.53,-1.2312,0.2802,0.1485,0.0062
confused,0.3143,0.4125,0.2776,-0.95,0.2516,0.0699,0.0183
confused,0.3774,0.6801,0.0015,-20.3726,0.344,0.0005,0.2151
confused,0.0243,0.4178,0.4953,-4.0742,0.2632,0.1303,0.0277
confused,0.0652,0.4369,0.0167,-6.0685,0.2746,0.0046,0.0305
confused,0.0844,0.5186,0.5523,-16.9661,0.3153,0.1741,0.1771
confused,0.3543,0.4929,0.0231,55.4484,0.2724,0.0063,0.4213
confused,0.3368,0.4985,0.0267,-2.5875,0.2987,0.008,0.0398
confused,0.3681,0.4298,0.0151,2.3349,0.2254,0.0034,0.0112
confused,0.159,0.445,0.6978,19.7643,0.2678,0.1868,0.1526
confused,0.4275,0.5548,0.1959,-4.8694,0.3067,0.0601,0.0475
confused,0.3885,0.3755,0.6327,-0.1192,0.2083,0.1318,0.0001
confused,0.4651,0.4406,0.187,-1.1142,0.2456,0.0459,0.0035
confused,0.2898,0.5424,0.0247,-7.4939,0.3397,0.0084,0.0529
confused,0.1813,0.4134,0.066,-4.331,0.2549,0.0168,0.0447
confused,0.2588,0.6277,0.0078,0.7075,0.3008,0.0023,0.0297
confused,0.3607,0.3701,0.4691,-1.7642,0.2342,0.1099,0.0003
confused,0.4384,0.4558,0.1622,19.8818,0.2423,0.0393,0.1497
confused,0.3077,0.4924,0.007,-0.8991,0.2405,0.0017,0.0019
confused,0.3925,0.4965,0.2468,4.9314,0.3457,0.0853,0.0572
confused,0.0382,0.5971,0.0098,11.7603,0.3186,0.0031,0.1388
confused,0.2733,0.4225,0.0361,47.0433,0.2272,0.0082,0.4117
confused,0.3704,0.4833,0.4789,-5.0784,0.273,0.1308,0.0561
confused,0.1734,0.3831,0.7042,14.5174,0.2588,0.1823,0.133
confused,0.4417,0.5528,0.0065,2.468,0.2895,0.0019,0.0467
confused,0.3542,0.4883,0.078,0.6197,0.2673,0.0209,0.0015
confused,0.2995,0.4812,0.1282,1.306,0.2987,0.0383,0.0246
confused,0.633,0.4362,0.0283,0.7767,0.1865,0.0053,0.0007
confused,0.3024,0.3992,0.4691,-0.4406,0.301,0.1412,0.0128
confused,0.3322,0.44,0.0311,-15.3638,0.1888,0.0059,0.1288
confused,0.2933,0.4577,0.0175,1.5996,0.2656,0.0046,0.0121
confused,0.1914,0.4453,0.0087,-9.5864,0.2742,0.0024,0.0951
confused,0.3237,0.6139,0.1264,0.4046,0.3503,0.0443,0.0029
confused,0.2079,0.5592,0.0303,-14.6749,0.3112,0.0094,0.1615
confused,0.0605,0.3903,0.5681,3.3614,0.3141,0.1785,0.0265
confused,0.3582,0.4311,0.0775,-2.7908,0.2412,0.0187,0.0285
confused,0.4314,0.3506,0.7278,-0.6174,0.1894,0.1379,0.0078
confused,0.3894,0.4302,0.0153,0.8638,0.2153,0.0033,0.0001
confused,0.246,0.3852,0.7449,-1.0755,0.2649,0.1973,0.0128
confused,0.2733,0.4728,0.1498,1.5564,0.2517,0.0377,0.0095
confused,0.3267,0.5305,0.2043,-5.8633,0.3196,0.0653,0.0446
confused,0.4202,0.5164,0.4569,-0.2027,0.3436,0.157,0.0068
confused,0.4188,0.3834,0.4453,-36.4221,0.1921,0.0855,0.2241
confused,0.4114,0.6421,0.1376,-19.9373,0.3153,0.0434,0.1946
confused,0.4359,0.6287,0.0345,24.5372,0.3095,0.0107,0.2638
confused,0.3448,0.4055,0.2728,-1.5837,0.2232,0.0609,0.0013
confused,0.2671,0.4142,0.1654,4.4568,0.268,0.0443,0.0293
confused,0.0349,0.4826,0.005,-0.8018,0.3113,0.0015,0.0147
confused,0.3688,0.2818,0.2771,-2.5641,0.1711,0.0474,0.0185
confused,0.4088,0.4686,0.407,-1.4242,0.3206,0.1305,0.0058
confused,0.2611,0.4384,0.3318,-2.4963,0.2586,0.0858,0.0132
confused,0.3813,0.5016,0.1243,-4.4932,0.2398,0.0298,0.0492
confused,0.3511,0.3486,0.1129,-6.6873,0.2359,0.0266,0.0519
confused,0.3885,0.3438,0.1721,-3.2908,0.1277,0.022,0.0265
confused,0.288,0.3907,0.0806,4.3882,0.2176,0.0175,0.0382
confused,0.3456,0.4424,0.389,1.7941,0.311,0.121,0.0096
confused,0.4122,0.5845,0.0376,-1.8601,0.2944,0.0111,0.0291
confused,0.4222,0.4096,0.0354,-1.4277,0.2791,0.0099,0.0182
confused,0.3553,0.4154,0.1174,2.7439,0.3006,0.0353,0.0154
confused,0.3189,0.4445,0.0162,-3.2116,0.289,0.0047,0.0333
confused,0.4891,0.4113,0.1144,0.1082,0.231,0.0264,0.0113
confused,0.4061,0.5525,0.018,5.7999,0.3029,0.0055,0.0688
confused,0.1453,0.4996,0.0123,-3.879,0.2624,0.0032,0.0298
confused,0.1002,0.63,0.0215,10.0981,0.3366,0.0073,0.123
confused,0.056,0.5402,0.0042,23.2849,0.3173,0.0013,0.2385
confused,0.3913,0.4373,0.4766,1.6409,0.2638,0.1257,0.0033
confused,0.4471,0.4746,0.0255,-0.1096,0.2533,0.0065,0.0053
confused,0.4591,0.4245,1.0382,-1.2725,0.1983,0.2058,0.0055
confused,0.3307,0.6306,0.0781,-6.1251,0.38,0.0297,0.0936
confused,0.1423,0.3328,0.1479,-8.8209,0.2208,0.0326,0.0655
confused,0.417,0.4713,0.3363,6.7106,0.3073,0.1033,0.0669
confused,0.4558,0.5628,0.0097,0.1208,0.3183,0.0031,0.0069
confused,0.466,0.407,0.2921,1.8793,0.2054,0.06,0.0379
confused,0.3006,0.3019,0.5354,-4.3331,0.2504,0.1341,0.0315
confused,0.3986,0.6235,0.005,0.4361,0.3212,0.0016,0.0274
confused,0.3119,0.4016,0.0669,9.3862,0.2299,0.0154,0.0734
confused,0.3562,0.5223,0.1485,0.7158,0.2655,0.0394,0.0021
confused,0.0184,0.3904,0.776,5.3986,0.2587,0.2007,0.0492
confused,0.4144,0.4071,0.1392,2.8977,0.2002,0.0279,0.024
confused,0.3419,0.4486,0.6951,-15.0058,0.2382,0.1656,0.1085
confused,0.3229,0.4723,0.1602,-1.4652,0.2864,0.0459,0.0191
confused,0.3564,0.3884,0.269,-1.2469,0.2338,0.0629,0.0187
confused,0.0709,0.5327,0.6381,17.0707,0.3939,0.2514,0.1987
confused,0.3969,0.5092,0.1458,8.5087,0.2825,0.0412,0.0686
confused,0.343,0.5646,0.3376,3.101,0.2903,0.098,0.0378
confused,0.4823,0.5928,0.0107,-1.4439,0.2958,0.0032,0.0263
confused,0.3817,0.4917,0.3255,-0.9468,0.3498,0.1139,0.0093
confused,0.3706,0.3882,0.0315,-3.7489,0.2385,0.0075,0.0292
confused,0.309,0.5216,0.0054,0.0638,0.3188,0.0017,0.0104
confused,0.3151,0.3489,0.2785,-9.5516,0.2243,0.0625,0.0795
confused,0.3696,0.4432,0.0219,-2.3421,0.2208,0.0048,0.0225
confused,0.3782,0.3441,0.3987,-17.1853,0.1959,0.0781,0.1014
confused,0.3419,0.4056,0.7217,-11.2886,0.3015,0.2176,0.0965
confused,0.4282,0.3855,0.2925,-2.6437,0.1925,0.0563,0.0172
confused,0.3582,0.6213,0.0394,2.5009,0.2806,0.0111,0.0342
confused,0.0484,0.3855,0.5801,3.1517,0.3137,0.182,0.0202
confused,0.4034,0.4832,0.2678,-8.5751,0.2713,0.0726,0.0558
confused,0.3354,0.4196,0.27,1.0408,0.2794,0.0754,0.0114
confused,0.4029,0.4519,0.0163,0.8942,0.2759,0.0045,0.0183
confused,0.3475,0.4284,0.1949,2.0347,0.2447,0.0477,0.0146
