emotion,eye_openness,eyebrow_distance,mouth_opening,head_tilt,mouth_width,mouth_height,eyebrow_asymmetry
confused,0.0805,0.4062,0.0149,7.4713,0.2805,0.0042,0.0535
confused,0.2274,0.3559,0.546,24.6787,0.1848,0.1009,0.14
confused,0.3603,0.4531,0.3729,0.25,0.3452,0.1287,0.0023
confused,0.3581,0.4805,0.0878,1.6323,0.2603,0.0229,0.0218
confused,0.3693,0.3269,0.0753,1.3532,0.156,0.0117,0.0004
confused,0.3183,0.4461,0.4896,-1.9325,0.357,0.1748,0.0224
confused,0.3585,0.3629,0.2041,9.489,0.2589,0.0528,0.0828
confused,0.29,0.4263,0.0272,0.424,0.2689,0.0073,0.0103
confused,0.3454,0.4894,0.0486,-3.1133,0.2783,0.0135,0.0407
confused,0.0783,0.4571,0.4749,14.0776,0.3043,0.1445,0.1267
confused,0.3336,0.5881,0.0023,-4.2594,0.3164,0.0007,0.0559
confused,0.3513,0.4733,0.327,-2.0287,0.2503,0.0819,0.0122
confused,0.4462,0.559,0.1178,-0.4477,0.2835,0.0334,0.0148
confused,0.3217,0.4037,0.2914,-9.3846,0.192,0.056,0.1015
confused,0.0242,0.4943,0.0045,9.3184,0.2334,0.0011,0.0955
confused,0.3182,0.4358,0.6775,4.0142,0.2438,0.1652,0.0304
confused,0.1532,0.3327,0.359,-6.6661,0.2092,0.0751,0.0453
confused,0.3354,0.4196,0.27,1.0408,0.2794,0.0754,0.0114
confused,0.425,0.4437,0.0844,7.0502,0.2276,0.0192,0.0562
confused,0.3202,0.4676,0.5114,-5.2237,0.2505,0.1281,0.0411
confused,0.237,0.3854,0.18,3.7136,0.251,0.0452,0.0317
confused,0.3027,0.4917,0.0659,0.067,0.226,0.0149,0.0089
confused,0.3231,0.4883,0.0552,0.0145,0.2596,0.0143,0.0006
confused,0.4501,0.4097,0.3419,6.1283,0.2216,0.0758,0.0382
confused,0.3973,0.4123,0.0224,-2.7572,0.2474,0.0056,0.013
confused,0.3416,0.4884,0.6289,-2.4652,0.2772,0.1743,0.0213
confused,0.3986,0.4731,0.0164,2.3451,0.241,0.0039,0.0204
confused,0.4744,0.4619,0.0957,1.2334,0.2282,0.0218,0.0123
confused,0.4583,0.4691,0.2899,4.0809,0.2569,0.0745,0.0326
confused,0.387,0.5411,0.2637,-5.0123,0.3326,0.0877,0.0702
confused,0.2635,0.304,0.1546,6.5062,0.22,0.034,0.0475
confused,0.3229,0.4242,0.3513,2.9971,0.2098,0.0737,0.0216
confused,0.2011,0.4645,0.3789,-0.9649,0.319,0.1209,0.0179
confused,0.0433,0.5175,0.2206,-1.4535,0.301,0.0664,0.0273
confused,0.4275,0.5186,0.223,-6.1536,0.2994,0.0668,0.0554
confused,0.2796,0.3796,0.4959,15.0311,0.2158,0.107,0.1082
confused,0.4251,0.3674,0.0478,-0.3221,0.1478,0.0071,0.0132
confused,0.3787,0.3985,0.2569,-0.7644,0.2108,0.0541,0.0234
confused,0.4533,0.5376,0.2478,-10.3903,0.2748,0.0681,0.1263
confused,0.394,0.3319,0.032,-2.7729,0.2011,0.0064,0.0398
confused,0.4013,0.513,0.0046,-2.7596,0.2457,0.0011,0.0187
confused,0.2358,0.447,0.0703,8.181,0.2797,0.0197,0.0942
confused,0.3994,0.4454,0.1467,-9.5929,0.2387,0.035,0.0785
confused,0.2854,0.502,0.0332,17.82,0.308,0.0102,0.178
confused,0.2223,0.4231,0.1695,27.9702,0.2179,0.0369,0.2014
confused,0.0798,0.3108,0.0315,-33.0869,0.1373,0.0043,0.1626
confused,0.069,0.4447,0.1027,-18.3222,0.2771,0.0284,0.1755
confused,0.3337,0.4222,0.3242,11.6374,0.2282,0.074,0.0978
confused,0.2978,0.4131,0.2846,-18.3181,0.3285,0.0935,0.1453
confused,0.3107,0.4971,0.0459,-6.7125,0.3645,0.0167,0.0551
confused,0.3079,0.4526,0.0089,-37.2162,0.2228,0.002,0.3149
confused,0.3927,0.4202,0.5759,-2.0583,0.2263,0.1303,0.011
confused,0.1119,0.5978,0.0138,-2.1253,0.3374,0.0047,0.0114
confused,0.3041,0.2847,0.5113,-4.5559,0.1564,0.08,0.0294
confused,0.0198,0.429,0.6179,1.4775,0.2383,0.1472,0.0245
confused,0.1007,0.3473,0.4861,-8.1751,0.2583,0.1256,0.0633
confused,0.4055,0.5325,0.3099,-1.7166,0.2624,0.0813,0.0436
confused,0.1521,0.4053,0.0046,26.9969,0.2299,0.0011,0.2369
confused,0.3629,0.4833,0.0789,-2.0839,0.221,0.0174,0.0273
confused,0.3423,0.4448,0.244,6.0712,0.2585,0.0631,0.0759
confused,0.2781,0.3441,0.0142,35.8787,0.1581,0.0022,0.2099
confused,0.2563,0.4506,0.3381,-8.4089,0.3353,0.1134,0.0832
confused,0.3265,0.4517,0.0285,6.4708,0.2571,0.0073,0.0572
confused,0.0276,0.516,0.1067,-5.8055,0.2778,0.0297,0.0648
confused,0.0839,0.3793,0.1097,13.5129,0.1901,0.0208,0.1114
confused,0.3553,0.5364,0.0812,-7.3052,0.2754,0.0224,0.0888
confused,0.2913,0.4784,0.0088,-5.4045,0.3292,0.0029,0.0358
confused,0.2279,0.4326,0.0553,8.1208,0.2664,0.0147,0.0736
confused,0.2129,0.5017,0.074,2.739,0.1682,0.0124,0.0687
confused,0.1788,0.3409,0.0374,-11.7798,0.1689,0.0063,0.0645
confused,0.2584,0.5103,0.5029,-0.339,0.351,0.1765,0.0009
confused,0.5434,0.2941,0.4082,1.346,0.0342,0.014,0.0336
confused,0.0532,0.4874,0.3128,1.4517,0.359,0.1123,0.0097
confused,0.3058,0.4775,0.0308,7.5027,0.3032,0.0093,0.0872
confused,0.0753,0.4479,0.0218,2.1942,0.2957,0.0064,0.0245
confused,0.4219,0.43,0.0292,-6.2876,0.2506,0.0073,0.0665
confused,0.2932,0.5568,0.0079,14.0956,0.2913,0.0023,0.1555
confused,0.326,0.544,0.0367,6.1816,0.3146,0.0116,0.0648
confused,0.2453,0.3043,0.1477,-30.7484,0.2091,0.0309,0.1712
confused,0.276,0.3221,0.393,-12.5041,0.1565,0.0615,0.0748
confused,0.3738,0.54,0.0231,10.0821,0.2589,0.006,0.0768
confused,0.3913,0.4008,0.145,2.0927,0.1997,0.0289,0.013
confused,0.1041,0.5616,0.2784,-0.7452,0.3331,0.0927,0.0285
confused,0.3406,0.43,0.0182,-10.3544,0.2049,0.0037,0.0843
confused,0.3701,0.6343,0.1433,-1.8398,0.3853,0.0552,0.0243
confused,0.3478,0.4312,0.0431,-10.8741,0.1685,0.0073,0.0757
confused,0.2176,0.444,0.0101,-0.1337,0.254,0.0026,0.0119
confused,0.0904,0.3119,0.0134,28.27,0.1822,0.0024,0.151
confused,0.3569,0.1374,0.0561,-32.6397,0.0587,0.0033,0.0551
confused,0.3771,0.4152,0.3351,-3.5368,0.2585,0.0866,0.0262
confused,0.3651,0.5338,0.2353,-11.4778,0.2603,0.0612,0.091
confused,0.4191,0.4457,0.4036,-0.3491,0.2538,0.1024,0.0078
confused,0.4199,0.3754,0.0037,17.1727,0.1613,0.0006,0.1076
confused,0.416,0.4627,0.491,-6.2152,0.3019,0.1482,0.0533
confused,0.3376,0.4721,0.1479,7.6185,0.2177,0.0322,0.0613
confused,0.3128,0.601,0.0279,-7.8281,0.3154,0.0088,0.103
confused,0.2922,0.4577,0.0216,-3.0548,0.3223,0.007,0.0273
confused,0.3151,0.2954,0.3641,17.8641,0.2174,0.0792,0.1076
confused,0.373,0.5821,0.0303,-1.4593,0.2816,0.0085,0.0072
confused,0.229,0.3901,0.0033,3.3549,0.299,0.001,0.029
confused,0.3559,0.4699,0.6815,-1.1514,0.2311,0.1575,0.0069
confused,0.3674,0.4395,0.1493,-5.8252,0.2441,0.0364,0.0422
confused,0.4142,0.3516,0.0477,-12.1722,0.1842,0.0088,0.0867
confused,0.4083,0.4917,0.2492,-3.8109,0.2488,0.062,0.0466
confused,0.4077,0.427,0.348,0.5293,0.236,0.0821,0.0055
confused,0.3863,0.3647,0.0864,12.3367,0.1864,0.0161,0.0731
confused,0.4175,0.3347,0.4663,-9.1323,0.1455,0.0678,0.0728
confused,0.4022,0.552,0.14,-1.2737,0.3819,0.0535,0.0032
confused,0.389,0.3833,0.0254,-1.5315,0.2118,0.0054,0.0211
confused,0.4522,0.3748,0.1746,-1.8258,0.18,0.0314,0.0218
confused,0.3991,0.5096,0.0083,25.8788,0.2219,0.0018,0.2136
confused,0.3856,0.4697,0.4127,-5.763,0.2855,0.1178,0.0381
confused,0.2297,0.5346,0.1018,39.0048,0.2603,0.0265,0.3575
confused,0.2416,0.4183,0.0084,-7.1817,0.2607,0.0022,0.0444
confused,0.2088,0.4771,0.0254,4.2119,0.2606,0.0066,0.0392
confused,0.3457,0.3761,0.2496,-2.557,0.2453,0.0612,0.0205
confused,0.1105,0.4024,0.3377,7.8314,0.2533,0.0855,0.0716
confused,0.4562,0.3614,0.4964,-9.6363,0.1995,0.099,0.0489
confused,0.3816,0.3379,0.6411,10.3851,0.2245,0.1439,0.0709
confused,0.2728,0.5795,0.0335,-3.0244,0.3207,0.0107,0.0206
confused,0.1194,0.4952,0.0355,-8.7918,0.2466,0.0088,0.0671
confused,0.4582,0.4538,0.4029,-1.3304,0.2495,0.1005,0.0073
confused,0.4078,0.4544,0.2282,0.748,0.2436,0.0556,0.0001
confused,0.2234,0.6266,0.0274,23.7082,0.3683,0.0101,0.2889
confused,0.2816,0.5832,0.1796,-21.3712,0.3569,0.0641,0.2258
confused,0.4688,0.5153,0.2227,1.0774,0.3045,0.0678,0.0046
confused,0.3141,0.4788,0.0359,-8.7876,0.2656,0.0095,0.0813
confused,0.4331,0.4922,0.2072,5.3198,0.255,0.0528,0.0383
confused,0.2185,0.4296,0.0586,-13.2415,0.2691,0.0158,0.1161
confused,0.349,0.3938,0.0702,10.0181,0.2473,0.0173,0.0652
confused,0.0885,0.3789,0.4245,-5.8616,0.292,0.124,0.049
confused,0.2117,0.4321,0.0681,-6.9822,0.3313,0.0226,0.0502
confused,0.1048,0.2627,0.1366,-27.6705,0.1545,0.0211,0.143
confused,0.2964,0.4574,0.1824,-15.9332,0.2421,0.0442,0.1422
confused,0.4026,0.4757,0.0363,6.0498,0.2503,0.0091,0.0616
confused,0.2905,0.5875,0.1773,24.0008,0.3773,0.0669,0.2613
confused,0.37,0.3956,0.4891,-16.9609,0.2373,0.1161,0.1193
confused,0.245,0.4017,0.0074,3.2014,0.2018,0.0015,0.0224
confused,0.1115,0.3521,0.6392,-0.535,0.2645,0.1691,0.0026
confused,0.4246,0.4921,0.0959,-5.0385,0.2679,0.0257,0.0561
confused,0.1057,0.5128,0.0044,-0.2526,0.2503,0.0011,0.0215
confused,0.3328,0.4883,0.0027,-1.8023,0.2582,0.0007,0.0108
confused,0.351,0.3791,0.1042,-3.0243,0.2721,0.0284,0.0191
confused,0.4001,0.4915,0.2258,-16.9117,0.2259,0.051,0.1501
confused,0.3208,0.6035,0.0177,-1.918,0.3471,0.0061,0.0388
confused,0.2528,0.4346,0.2805,0.6126,0.3076,0.0863,0.0067
confused,0.1962,0.2159,0.0058,29.5867,0.1135,0.0007,0.1337
confused,0.3937,0.4653,0.1078,-13.8535,0.2549,0.0275,0.1124
confused,0.3962,0.5659,0.0435,0.4906,0.2791,0.0121,0.0133
confused,0.422,0.4323,0.008,10.287,0.2499,0.002,0.0857
confused,0.3286,0.5434,0.472,16.2714,0.3146,0.1485,0.177
confused,0.3388,0.5289,0.0093,2.0598,0.2952,0.0027,0.0301
confused,0.3486,0.4717,0.0293,-4.6109,0.2349,0.0069,0.0348
confused,0.3486,0.4841,0.0723,-2.3146,0.2973,0.0215,0.0381
confused,0.2576,0.4393,0.0237,1.6581,0.2232,0.0053,0.0164
confused,0.0523,0.4667,0.0199,-4.1771,0.2356,0.0047,0.0539
confused,0.3372,0.4634,0.0134,16.3811,0.2862,0.0038,0.1264
confused,0.4479,0.6391,0.0034,-0.9974,0.2993,0.001,0.0056
confused,0.2919,0.5302,0.0247,-3.6137,0.2656,0.0065,0.0233
confused,0.4885,0.6119,0.0072,-1.7529,0.2786,0.002,0.0345
confused,0.1552,0.2998,0.7548,3.7948,0.1888,0.1425,0.0194
confused,0.3435,0.3988,0.326,5.8442,0.2292,0.0747,0.0366
confused,0.4287,0.4903,0.0326,-3.1984,0.2767,0.009,0.03
confused,0.3002,0.5302,0.033,-8.4308,0.303,0.01,0.0879
confused,0.3487,0.4198,0.0321,4.8,0.2535,0.0081,0.04
confused,0.4736,0.4763,0.0101,-19.6131,0.261,0.0026,0.1719
confused,0.3746,0.5551,0.1709,9.0547,0.3391,0.058,0.0842
confused,0.3886,0.5301,0.3811,6.648,0.3412,0.13,0.0568
confused,0.3962,0.5214,0.0581,-2.4932,0.2568,0.0149,0.0309
confused,0.291,0.3939,0.5128,-13.2047,0.1747,0.0896,0.1204
confused,0.3347,0.4137,0.129,1.1851,0.3006,0.0388,0.0135
confused,0.2882,0.4817,0.1666,-14.5344,0.2417,0.0403,0.1191
confused,0.3862,0.4116,0.0102,3.6921,0.269,0.0027,0.0348
confused,0.159,0.2476,0.0216,-41.0172,0.1308,0.0028,0.203
confused,0.2675,0.4758,0.1406,-18.4728,0.3634,0.0511,0.1694
confused,0.2461,0.4206,0.3753,7.555,0.2673,0.1003,0.0741
confused,0.4917,0.471,0.3791,-1.1772,0.25,0.0948,0.0003
confused,0.3771,0.4078,0.0144,2.3831,0.2182,0.0031,0.0166
confused,0.2089,0.3272,0.5167,2.6681,0.2725,0.1408,0.0191
confused,0.4021,0.4145,0.2324,0.2523,0.2455,0.0571,0.0066
confused,0.3246,0.4141,0.3702,1.873,0.311,0.1151,0.009
confused,0.3852,0.5216,0.0137,-6.6898,0.301,0.0041,0.0724
confused,0.3495,0.2791,0.6162,1.5274,0.1586,0.0977,0.0154
confused,0.3549,0.4683,0.2687,-0.323,0.326,0.0876,0.0006
confused,0.3352,0.2927,0.1291,8.6218,0.1565,0.0202,0.0414
confused,0.3082,0.366,0.0267,4.478,0.2895,0.0077,0.0389
confused,0.3301,0.3985,0.2596,-8.5713,0.223,0.0579,0.0699
confused,0.0601,0.4371,0.0389,31.7306,0.2379,0.0092,0.2297
confused,0.3396,0.4923,0.008,12.7656,0.2194,0.0018,0.1232
confused,0.1271,0.4445,0.5373,1.2033,0.2831,0.1521,0.0138
confused,0.3174,0.476,0.0437,3.7026,0.2652,0.0116,0.0339
confused,0.2142,0.2929,0.4938,-15.5274,0.2174,0.1073,0.0877
confused,0.396,0.4343,0.0118,-4.3771,0.2249,0.0026,0.032
confused,0.387,0.4564,0.129,-1.5099,0.2104,0.0272,0.0231
confused,0.0748,0.4498,0.2053,-11.5491,0.2141,0.044,0.0981
confused,0.3427,0.5748,0.0882,30.1486,0.3256,0.0287,0.2936
confused,0.2673,0.3455,0.3306,-16.1074,0.2572,0.085,0.1196
confused,0.3282,0.4229,0.5534,5.9888,0.2617,0.1449,0.0435
confused,0.3576,0.4752,0.0539,5.2899,0.2614,0.0141,0.0455
confused,0.3519,0.4554,0.5884,0.2433,0.2907,0.171,0.0079
confused,0.3913,0.361,0.0311,-4.4574,0.2248,0.007,0.0267
confused,0.2918,0.4518,0.6195,1.699,0.2332,0.1444,0.0178
confused,0.3152,0.3815,0.2405,2.0043,0.2246,0.054,0.0176
confused,0.0962,0.3995,0.0112,29.6239,0.2456,0.0028,0.2439
confused,0.0339,0.5129,0.0311,-2.9607,0.2831,0.0088,0.0229
confused,0.0233,0.4477,0.5144,4.1794,0.371,0.1909,0.0345
confused,0.317,0.5345,0.0586,-9.608,0.3062,0.0179,0.0858
confused,0.4328,0.4508,0.7147,-1.8771,0.2598,0.1857,0.0162
confused,0.0868,0.2709,0.6426,-7.8057,0.3303,0.2122,0.0618
confused,0.2435,0.2836,0.0591,15.3149,0.1182,0.007,0.0878
confused,0.416,0.3967,0.1172,3.0553,0.2192,0.0257,0.0227
confused,0.4383,0.601,0.0666,4.274,0.3581,0.0239,0.0561
confused,0.3758,0.3964,0.2686,7.9349,0.1998,0.0537,0.0637
confused,0.4426,0.3342,0.0472,-10.9275,0.1648,0.0078,0.0635
confused,0.4133,0.403,0.5839,5.8228,0.2203,0.1286,0.0292
confused,0.242,0.4643,0.1472,0.6747,0.233,0.0343,0.0138
confused,0.4582,0.5172,0.2547,-1.3615,0.3578,0.0911,0.0192
confused,0.2828,0.4221,0.018,20.8473,0.2255,0.0041,0.1496
confused,0.3462,0.368,0.7153,-4.0342,0.3115,0.2228,0.0378
confused,0.3723,0.4404,0.0622,14.8809,0.2307,0.0143,0.1207
confused,0.3304,0.478,0.0165,-2.4367,0.2758,0.0045,0.0308
confused,0.4074,0.6305,0.0058,16.4988,0.3036,0.0018,0.1752
confused,0.1298,0.4096,0.259,0.0437,0.2751,0.0712,0.0053
confused,0.4172,0.3003,0.0686,-3.3313,0.1668,0.0114,0.0374
confused,0.2661,0.3761,0.1977,17.5371,0.2683,0.053,0.1422
confused,0.3571,0.6211,0.0087,-19.8634,0.4149,0.0036,0.2225
confused,0.3721,0.5506,0.2177,-2.6731,0.3363,0.0732,0.0479
confused,0.4196,0.4437,0.0578,3.0895,0.2688,0.0155,0.0274
confused,0.4464,0.5492,0.0369,0.4721,0.2358,0.0087,0.0163
confused,0.3925,0.5629,0.1359,-24.1332,0.3063,0.0416,0.2291
confused,0.4285,0.4783,0.2904,3.8813,0.2769,0.0804,0.0456
confused,0.4003,0.3324,0.9538,0.8494,0.2066,0.197,0.0135
confused,0.2115,0.3208,0.0453,5.7145,0.1733,0.0078,0.0284
confused,0.3664,0.3218,0.807,-2.2863,0.1795,0.1449,0.0171
confused,0.0204,0.4535,0.1039,18.2013,0.3187,0.0331,0.1611
confused,0.4691,0.4441,0.1832,0.5623,0.2685,0.0492,0.0056
confused,0.1575,0.4547,0.7812,-0.2842,0.3096,0.2419,0.0056
confused,0.2284,0.4536,0.0171,5.6036,0.1781,0.003,0.0409
confused,0.0889,0.3564,0.9746,-20.4267,0.2706,0.2638,0.1526
confused,0.2513,0.312,0.0612,-2.6517,0.1758,0.0108,0.0171
confused,0.3794,0.5202,0.2314,-10.7956,0.2329,0.0539,0.0819
confused,0.2412,0.5096,0.0032,35.5204,0.2629,0.0008,0.3205
confused,0.3909,0.3956,0.3671,1.5701,0.2703,0.0992,0.0196
confused,0.4309,0.4597,0.0383,-4.0514,0.243,0.0093,0.0391
confused,0.0661,0.368,0.5718,0.7589,0.2891,0.1653,0.0052
confused,0.3396,0.4725,0.0073,13.0313,0.3047,0.0022,0.0957
confused,0.3765,0.4402,0.0281,-2.8688,0.2232,0.0063,0.017
confused,0.3035,0.4158,0.5601,2.1788,0.2496,0.1398,0.018
confused,0.3041,0.4508,0.0074,40.514,0.2756,0.002,0.3173
confused,0.4144,0.4877,0.4003,1.4409,0.2638,0.1056,0.0032
confused,0.3778,0.5036,0.0201,-0.8592,0.2828,0.0057,0.0023
confused,0.0791,0.3621,0.0918,-13.3036,0.1862,0.0171,0.0845
confused,0.307,0.4526,0.0262,11.2168,0.2358,0.0062,0.103
confused,0.4523,0.4853,0.3824,-1.3989,0.3699,0.1414,0.0132
confused,0.4084,0.6029,0.0294,-1.4892,0.3118,0.0092,0.025
confused,0.2829,0.3462,0.2632,12.0949,0.1794,0.0472,0.0829
confused,0.2958,0.3666,0.0077,5.5064,0.2134,0.0017,0.034
confused,0.1693,0.3619,0.5705,6.2925,0.2613,0.149,0.0428
confused,0.1373,0.3922,0.1782,-3.5911,0.2793,0.0498,0.0195
confused,0.4164,0.429,0.4562,0.2989,0.2985,0.1362,0.0033
confused,0.0944,0.497,0.2222,-5.6322,0.35,0.0778,0.0306
confused,0.4142,0.363,0.3819,-1.8664,0.2234,0.0853,0.0009
confused,0.2908,0.4255,0.007,-0.3265,0.2735,0.0019,0.001
confused,0.4725,0.4755,0.0834,-1.778,0.2111,0.0176,0.0227
confused,0.2294,0.4469,0.5717,-0.039,0.3,0.1715,0.0025
confused,0.3674,0.4857,0.1952,3.8031,0.285,0.0556,0.0324
confused,0.3554,0.3896,0.5045,-1.9016,0.2432,0.1227,0.0133
confused,0.4688,0.5153,0.2227,1.0774,0.3045,0.0678,0.0046
confused,0.3601,0.4863,0.3457,10.6479,0.2587,0.0894,0.0852
confused,0.1185,0.4892,0.5474,-16.4725,0.2995,0.1639,0.1591
confused,0.3856,0.4314,0.1133,12.86,0.2449,0.0277,0.1292
confused,0.3742,0.4869,0.0075,-3.3786,0.253,0.0019,0.0283
confused,0.3587,0.4379,0.3201,-4.9734,0.2929,0.0938,0.034
confused,0.1597,0.3376,0.1978,1.6023,0.2446,0.0484,0.0127
confused,0.4872,0.6434,0.0492,-11.1002,0.2712,0.0133,0.0989
confused,0.3983,0.5716,0.3786,9.7624,0.277,0.1049,0.1262
confused,0.2263,0.3526,0.7024,-9.844,0.233,0.1637,0.0726
confused,0.3313,0.4635,0.0046,-0.0302,0.2603,0.0012,0.0108
confused,0.4982,0.4317,0.0857,-4.3923,0.2063,0.0177,0.0469
confused,0.4124,0.6,0.0108,9.9423,0.281,0.003,0.1467
confused,0.0352,0.4952,0.0821,-6.342,0.2619,0.0215,0.0646
confused,0.4,0.4415,0.7671,1.1486,0.2773,0.2127,0.0093
confused,0.3219,0.4344,0.2357,-0.6946,0.3208,0.0756,0.0099
confused,0.3608,0.4165,0.2915,-1.9835,0.2766,0.0806,0.0096
confused,0.3077,0.4259,0.0093,2.8272,0.301,0.0028,0.0143
confused,0.3863,0.4837,0.2369,-0.6236,0.2547,0.0604,0.0211
confused,0.2796,0.4737,0.018,3.8012,0.3016,0.0054,0.0388
confused,0.2749,0.4704,0.0737,-1.3502,0.2678,0.0197,0.0046
confused,0.3428,0.3859,0.0108,4.4098,0.2464,0.0027,0.0353
confused,0.4035,0.4628,0.0835,4.9385,0.2373,0.0198,0.0513
confused,0.3381,0.4085,0.033,0.7798,0.2795,0.0092,0.0066
confused,0.398,0.5931,0.3106,-7.7876,0.3705,0.1151,0.092
confused,0.2293,0.4583,0.0561,5.1067,0.1992,0.0112,0.0467
confused,0.376,0.4079,0.1777,-7.2853,0.2998,0.0533,0.0674
confused,0.4029,0.4612,0.2989,29.8509,0.2252,0.0673,0.2508
confused,0.3004,0.4399,0.5366,-4.3229,0.3481,0.1868,0.0345
confused,0.3938,0.3866,0.1643,14.1732,0.103,0.0169,0.0449
confused,0.4221,0.5687,0.0261,-15.0151,0.256,0.0067,0.1565
confused,0.4166,0.5737,0.1719,-3.6468,0.2304,0.0396,0.0433
confused,0.3651,0.487,0.277,-5.3862,0.2913,0.0807,0.0671
confused,0.3484,0.3943,0.3254,-5.5972,0.2376,0.0773,0.0482
confused,0.2111,0.4656,0.4878,0.3469,0.327,0.1595,0.0012
confused,0.3536,0.4749,0.0406,5.3143,0.2733,0.0111,0.0642
confused,0.308,0.5099,0.0109,7.6709,0.3078,0.0034,0.0666
confused,0.1277,0.5591,0.0506,-9.9892,0.2635,0.0133,0.0939
confused,0.4163,0.3464,0.1396,-1.7075,0.2153,0.0301,0.0108
confused,0.4012,0.4196,0.7504,-12.3194,0.2613,0.1961,0.0849
confused,0.4444,0.4783,0.1785,1.1751,0.2435,0.0435,0.0006
confused,0.1901,0.5263,0.0552,-5.786,0.2675,0.0148,0.0501
confused,0.3053,0.5618,0.0216,-1.4519,0.3121,0.0067,0.0106
confused,0.2632,0.341,0.4952,-14.1011,0.1915,0.0948,0.0893
confused,0.3869,0.4336,0.2696,-2.1554,0.2369,0.0639,0.026
confused,0.3521,0.3377,0.5214,-5.4733,0.1999,0.1042,0.0261
confused,0.3667,0.4977,0.0738,-2.1103,0.263,0.0194,0.013
confused,0.3633,0.5695,0.0038,0.0164,0.2584,0.001,0.0028
confused,0.3935,0.4318,0.0162,2.5915,0.2443,0.004,0.0245
confused,0.4677,0.4142,0.0139,-4.4687,0.2475,0.0034,0.0227
confused,0.0649,0.4464,0.1952,-9.0417,0.2956,0.0577,0.082
confused,0.2405,0.4276,0.0033,1.114,0.2332,0.0008,0.0101
confused,0.3321,0.5098,0.0192,-2.6639,0.2868,0.0055,0.0019
confused,0.4192,0.4426,0.0192,-0.2404,0.2142,0.0041,0.0045
confused,0.2809,0.4551,0.0151,-22.0242,0.2642,0.004,0.2208
confused,0.3868,0.552,0.1718,-0.2506,0.3123,0.0537,0.0185
confused,0.2744,0.4085,0.0025,-3.1449,0.2834,0.0007,0.0269
confused,0.4403,0.401,0.4336,5.441,0.2526,0.1095,0.0373
confused,0.4098,0.6398,0.2855,8.5509,0.2674,0.0763,0.1191
confused,0.3767,0.5809,0.0118,0.2841,0.2672,0.0031,0.0494
confused,0.1895,0.3777,0.307,4.5014,0.2734,0.0839,0.0368
confused,0.2825,0.3799,0.2818,-2.6214,0.2898,0.0817,0.0269
confused,0.4247,0.5357,0.1821,-10.0978,0.2373,0.0432,0.0563
confused,0.3205,0.4363,0.0137,-0.2723,0.2685,0.0037,0.0081
confused,0.4624,0.4061,0.3946,-7.6359,0.1797,0.0709,0.0628
confused,0.427,0.4469,0.0604,0.3025,0.2135,0.0129,0.0111
confused,0.2603,0.4302,0.0118,0.4498,0.2508,0.003,0.0044
confused,0.2416,0.4833,0.212,5.5032,0.2941,0.0624,0.0632
confused,0.4726,0.5135,0.1816,2.3155,0.2971,0.054,0.0206
confused,0.3906,0.477,0.1049,1.2608,0.2257,0.0237,0.0119
confused,0.4954,0.3743,0.1954,-10.8446,0.2397,0.0468,0.0941
confused,0.4298,0.3475,0.38,-5.1396,0.204,0.0775,0.0461
confused,0.3172,0.4702,0.3201,4.3191,0.3295,0.1055,0.0504
confused,0.4459,0.6208,0.5946,-3.2884,0.3664,0.2178,0.04
confused,0.3441,0.5313,0.2022,3.7069,0.2687,0.0543,0.0637
confused,0.4992,0.5061,0.3662,5.5041,0.2382,0.0872,0.0324
confused,0.3877,0.4966,0.2614,-1.644,0.2214,0.0579,0.0091
confused,0.3125,0.4067,0.0091,3.2063,0.2935,0.0027,0.0137
confused,0.3585,0.4492,0.1836,-2.496,0.2939,0.054,0.0365
confused,0.3397,0.3841,0.2403,-0.6114,0.1817,0.0436,0.0041
confused,0.2981,0.399,0.1647,-0.3448,0.2938,0.0484,0.015
confused,0.42,0.4593,0.0086,-5.4801,0.2444,0.0021,0.0495
confused,0.4459,0.6208,0.5946,-3.2884,0.3664,0.2178,0.04
confused,0.3253,0.4468,0.5786,6.2964,0.2788,0.1613,0.0524
confused,0.2944,0.407,0.425,-1.4158,0.3168,0.1346,0.0131
confused,0.4722,0.4263,0.0486,-3.503,0.2187,0.0106,0.0153
confused,0.3795,0.4531,0.17,6.0103,0.2021,0.0343,0.0628
confused,0.1557,0.4152,0.0107,-5.5575,0.2174,0.0023,0.0431
confused,0.4172,0.3003,0.0686,-3.3313,0.1668,0.0114,0.0374
confused,0.3543,0.5027,0.1241,5.2193,0.2778,0.0345,0.0456
confused,0.3633,0.3806,0.6094,5.1521,0.2617,0.1595,0.0491
confused,0.3447,0.4699,0.0144,-0.1842,0.2585,0.0037,0.0012
confused,0.2008,0.3687,0.1181,9.6869,0.199,0.0235,0.0718
confused,0.3989,0.5974,0.5547,2.9287,0.3001,0.1665,0.0319
confused,0.4264,0.4791,0.1825,-0.5899,0.2497,0.0456,0.0224
confused,0.1254,0.6041,0.006,-4.6813,0.298,0.0018,0.0157
confused,0.3163,0.4451,0.0253,-2.6642,0.2771,0.007,0.0265
confused,0.0619,0.4243,0.3759,0.9162,0.3377,0.1269,0.0173
confused,0.2868,0.4512,0.0148,-11.8256,0.3198,0.0047,0.1293
confused,0.3627,0.5373,0.1928,-4.5653,0.2742,0.0529,0.004
confused,0.2235,0.5243,0.0084,0.7625,0.3465,0.0029,0.0171
